gene.length
4363.72
4469.88
4370.56
3749.72
5407.4
4269.9
3513.34
4435.18
3709.06
3613.3
3882.78
3683.76
3539.48
4083.02
4223.06
4176.92
3674.88
3775.56
3573.42
3845.8
4380
3742.32
3842.46
4318.78
3752.22
4594.5
4265.64
4666.58
3712.54
3664.5
4254.94
4313.76
3284.88
3796.9
4190.26
4804.54
3991.4
4177.84
3674.1
3865.8
4171.44
3613
4162.7
4931.66
6141.46
3690.02
4547.06
4684.62
4233.68
4408.44
4029.46
4542.92
4489.6
4302.5
3866.4
3441.8
3780.68
4119.58
3738.24
3980.6
3766.04
4421.9
4072.9
3968.26
3430.74
4262.98
3982.32
3860.34
3619
5886.3
3792.1
3936.86
4311.74
4415.28
3790.16
4023.46
4546.66
3655.52
3376.06
3770.86
4411.04
3658.24
5010.46
3685.24
3860.8
3722
4028.88
5434.54
3661.56
4251.6
4389.5
4366.46
4062.2
4122.48
3707.44
3666.6
3956.18
4444.48
4285.44
4233.2
5636.94
3525.28
4247.04
3820.76
4276.34
3722.86
4362.16
3977.2
3674.76
4463.58
4442.44
5106.6
3978.42
3872.4
3820.86
4318.5
4062.78
3782.4
3409.12
4111.26
4542.46
3255.9
5419.18
6160.66
3582.62
4553.24
3562.66
4163.3
3819.46
4171
3836.06
3979.68
4189.48
4245.6
4420.46
4258.44
3958.36
3669.8
4522.88
3437.54
3550.68
4333.56
3653.12
3285.62
3595.38
6032.66
3552.58
3728.52
3990.96
3973.8
4123.68
6406.2
4248.14
4168.16
3536.28
4131.64
3537.34
4307.46
5623.24
4173.22
4038.02
3443.26
4140.64
5840.2
3677.38
3526.4
3755.86
4157.46
4633.92
3313.9
3705.62
5011.74
3649.78
4266.54
4217.34
5111.82
4374.3
4106.3
3790.34
4296.56
4272.48
3898.36
4398.3
5454.72
4017.64
3655.4
3479.62
3680.52
4239.04
4101.36
4232.22
3784.86
4225.94
3746.16
3354.78
3696.3
3697.56
3535.24
3548.88
4347.48
4898.66
3639.1
3659.66
5790.04
3966.82
3195.6
6036.8
4168.52
3826.14
3588.2
3733.98
4107.38
4046.56
3951.8
5544.04
3917.86
3451.72
4889.64
3604.02
3964.32
5153.44
4005.52
3827.66
3734.76
3759.84
6557.56
3387.26
5804.44
4624.66
3873.8
3948.66
4754.06
3902.24
3735.88
3943.24
3618.82
3665.92
3492
6130.78
4919.54
3847.86
4455.8
4877.06
3789.18
3657.44
3436.28
4203.88
3670.76
6166.94
4308.3
4256.14
4430.08
3984.8
3434.04
3448.94
3961.58
4666.8
3627.38
3812.16
4033.86
3674.5
4743.18
3916.36
3853.74
5964.8
5504.46
5755.74
3972.74
4195.9
4166.1
3811.6
4069.06
4242.66
3712.88
3975.32
3727.1
4024.16
6272.42
3379.7
6290.1
4172.82
4407.72
4005.76
4119.8
4617.06
4205.56
4400.48
3550.12
3958.1
3823.52
4014.78
4477.66
4056.04
4194.52
4254.26
3839.4
3777.3
3727.82
4356.62
6922.16
4481.74
4728.88
3662.24
3961.82
4046.14
4582.34
3489.06
6391.96
3878.94
4310.44
3296.92
5155.96
4513.1
4008.66
3927.52
3204.62
3477.1
3984.64
3415.4
3870.16
3645.12
3478.04
3696.06
4199.56
4148.36
2941.78
3958.74
3617.04
3783.44
4435.76
3938.46
3428.58
4431.5
4323.08
4205.26
3883.32
3766
4280.64
4313.86
4009.12
4444.06
3992.16
3918.04
4030.36
3593.44
4142.44
3454.38
4101.3
3072
4404.18
4163.02
3590.66
4025.66
3710.9
5759.56
4451.78
3666.32
4535.42
4633.88
4340.9
5823.08
3590.84
4312.24
5233.14
4054.76
3746.32
4367.46
3650.94
3987.24
4313.78
4380.76
4082.52
4075.68
4526.44
4254.34
4359.28
4462.76
4113.56
3309.72
4079.14
6900.98
3978.06
3880.84
4014.44
4450.98
3210.42
4238.28
3847.6
4187.48
4030.04
3964.7
4523.44
4245.6
6095.74
4130.9
4238.54
3836.38
4154.1
5182.1
6100.56
4020.5
3781.82
4222.78
4809.62
3882.14
4003.48
3351.92
3493.38
4139.02
3835.98
3314.76
3679.52
3899.88
4092.64
4024.74
3840.26
4509.48
3434.74
3856.54
3579.2
4295.98
3996.84
4318.34
4197.2
4077.4
6092.7
4174.3
3645.26
4062.86
3811.74
4467.7
3970.44
3963.52
4061.12
4673.2
4028.76
3689.86
3445.3
3881.66
4323.04
4191.08
3968.84
3888.46
4656.34
3756.6
3735.3
5843.16
4329.64
3425.92
5447.4
4219.34
4141.38
4009.56
4440.32
5411.18
4293.74
3902.22
3799.44
3872.32
3724.3
3827.12
3859.18
3319.68
3889.9
3537.42
4092.68
4191.88
4169.56
4244.96
3379.76
4145.1
3377.24
4156.96
4680.12
4336.96
3634.82
4497.92
3836.42
3742.3
3729.26
4262.28
4056.52
5999.24
3540.06
4234.38
6423.92
4196.48
3662.02
3596.68
3957.54
4246.46
4138.76
5765.74
4258.96
3468.48
3823.76
3734.66
4524.08
3968.98
4212.18
5956.82
3929.94
4085.72
4021.1
4030.06
3943.94
4240.62
3921.64
4053.12
3824.72
3805.94
4083.74
4231.56
3851.94
4504.58
3553.78
4555.18
4324.96
4207.26
3868.24
4678.38
4212.6
4327.62
4304.88
3981.36
4146.66
3952.76
3199.56
3852.6
4016.26
4165.42
4246.52
3666.3
4803.74
4582.54
3624.32
4611.96
3996.92
4199.46
3844.96
5893.6
4514.06
3969.38
4282.42
4114.7
3788.96
4292.82
3632.54
4016.86
4124.64
3420.2
4023.6
3603.92
3878.92
4168.92
4451.16
4385.5
4253.5
3936.5
3687.64
4590
4683.86
4314.52
4224.82
4320.44
3706.48
3825.52
4170.08
6342
3477.72
4601.52
3640.82
4419.1
3935.82
5949.4
3448.14
4553.74
4119.02
3908.66
3790.5
3947.84
3910.74
4660.52
3650.8
3487.34
4584.56
4167.6
3881.86
4157.26
4999.86
3844.4
3821.3
4088.16
4135.34
4213.26
6135
3508.16
6374.88
3886.42
3466.96
4410.48
6018.46
3917.3
3666.84
3854.36
4729.9
3773.24
3471.72
4445.64
3799.38
3938.72
4001.56
4104.2
4059.48
3791.72
4944.76
4146.58
5560.96
3936.48
4124.08
4500
3894.34
3522.76
4115.56
4226.36
3829.82
5598.42
3815.46
4510.82
4120.26
3867.58
4196.24
4077.82
4160.1
3714.38
3718.86
3502.46
3823.12
5212.92
4411.24
3759.62
3483.4
3783.3
4335.38
4009.5
3404.16
3689.7
3704.62
3839.08
4364.12
6360.94
4242.74
4116.64
3466.86
4452.56
4112.8
4112.24
6785.8
4463.78
3872.64
3750.5
3624.06
3411.04
5816.42
3740.7
3780.62
3482.74
5277.14
4803.12
4161.52
3977.42
3503.4
3759.96
3712.12
3864
5005.98
3980.32
3692.66
3799.36
3575.26
6250.58
4424.56
3500.58
3890.38
4074.46
3705.56
4224.88
4011.02
5062.82
4071.96
4385.34
3935.04
4467.66
4271.22
3574.3
3727
3566.28
4193.38
4240.78
6563.72
4374.3
3970.24
3731.3
4237.8
3839.58
3417.58
4032.38
4135.9
3902.72
3813.72
4024.18
3826.48
3843.48
3357.34
4398
3992.46
4167.28
3731.6
3854.46
3440.56
4369.76
3667.28
4344.72
6137.14
4413.6
3907.42
4228.78
3876.52
4084.82
4092.16
4016.6
5742.84
4123.4
3861.02
4297.24
3814.92
3435.82
4604.32
3583.12
4443.08
3432.92
3307.62
4514.42
3513.6
4280.98
3871.98
4376.94
4137.58
5563.16
3338.04
3585.88
3799.38
3579
4036.1
4162.3
3453.88
4299.94
4340.28
3650.12
3861.22
4160.12
3920.5
3680.04
3498.66
5626.46
3929.92
6284.88
3652.74
3950.42
4074.72
4678
5327.72
4349.32
3354.46
3916.5
3801.24
4208.52
6076.86
3876.74
3981.88
3712.58
3996.34
3610.06
4088.5
3536.32
4353
4264.18
3777.44
3835.3
5660.08
3830.7
4489.74
6046.7
5817.52
4769.46
3851.28
3990
3971.8
4423.32
4351.44
5699.14
3639.02
3983.38
3740.62
4384.44
3680.54
3922.8
4358.06
4384.98
4038.22
3961.78
4072.94
4251.54
3800.42
3610.7
6341.58
3818.6
3702.98
6844.94
6713.12
3974.62
4698.02
5796.36
5624.18
3377.08
4185.14
4261.12
4194.7
4139.72
4050.18
3708.04
3762.76
3525
3268.36
4485.6
5322.76
3904
3816.46
6043.16
4764.1
4113.92
4209.8
6057.14
4218.54
3569.72
3582.64
4353.24
4179.48
4359.88
4237.88
4316
3745.02
4207.64
4573.54
3816.1
3632.96
3859.48
4141.7
3293.42
4628.3
3780.68
4301.08
5971.9
3481.86
4640.02
5913.6
4042.88
4222.78
3463.7
3880.62
3767.22
3902.84
3126.46
3611.96
3483.48
4059.98
4577.96
3526.36
3334.6
3569.08
3721.92
3666.46
3922.58
4033.38
4698.86
3679.84
4024.06
3229.68
3854.08
4244.4
3997.76
4183.7
3597.54
4208.38
3517.4
4542.28
3932.52
3620.1
4146.38
3724.44
4337.52
3964.6
4050.64
6326.36
4662.18
3933.18
4292.48
5442.42
4240.82
3922.54
3755.94
3976.14
4524.32
3591.04
3903.52
6141.04
4275.24
4267.46
3894.84
3881.72
4151.62
5869.28
4468.9
6047.8
3845.46
4454.54
3617.22
4294.76
4392.52
4630.26
3510.12
4374
4756
4209.24
4113.02
4016.9
4379.54
3638.88
4080.5
4217.34
3844.02
4561.52
3424.04
3924.74
6186.5
4767.3
3921.5
4283.98
3763.34
4583.46
3769.3
3554.76
3621.7
5462.4
3665.32
3990.12
3306.08
3617.96
4397.14
5105.64
3831.14
4169.04
6477.16
3576.2
5363.52
4330.5
4194.64
3875.56
3716.54
3717.18
3629.46
3651.76
5705.64
4072.44
4148.06
3778.06
3699.06
3594.82
3531.56
3693.9
3412.72
6020.08
4526.62
4172.18
3623.1
3996.58
4369.22
4265
4057.58
3734.3
3365.76
4045.5
4128.06
4486.52
6384.3
3493.48
3844.58
4844.82
3657
5841.52
