tag,id,latitude,longitude,elevation,subspecies,site,nodeFirstFlower,avgProtandry,avgHerkogamy,avgPetalArea,dateFlowered,admixProportion
SM-1078-P,1078,35.605777,-118.413747,1044.505493,P,SM,17,0,2.5,32.9,18330,0.013571685
SM-1079-P,1079,35.605703,-118.413747,1045.475098,P,SM,19,0,0,29,18328,0.018000006
SM-1081-P,1081,35.605568,-118.413864,1051.307861,P,SM,21,0,0.25,36.8,18325,0.033114968
SM-1082-P,1082,35.605474,-118.413931,1050.686523,P,SM,16,2,0,45.4,18335,0.040217818
SM-1083-P,1083,35.605341,-118.413836,1052.538208,P,SM,23,0,0,23.5,18324,0.037726586
SM-1084-P,1084,35.604938,-118.413896,1062.650024,P,SM,17,0,0,24.1,18326,0.046364467
SM-1088-P,1088,35.604681,-118.41438,1068.023804,P,SM,15,0,0,31.95,18325,0.048880353
SM-1089-P,1089,35.604609,-118.414649,1070.618774,P,SM,19.5,2,1,29.15,18343,0.045741782
SM-1090-P,1090,35.604605,-118.414657,1068.537964,P,SM,20,0,0.25,34.3,18328,0.013545104
SM-1091-P,1091,35.604494,-118.414733,1069.449951,P,SM,16,1,0,60.75,18334,0.025291328
SM-1092-P,1092,35.604501,-118.414711,1069.315063,P,SM,21,1,1,34.2,18334,0.031885822
SM-1093-P,1093,35.604471,-118.414764,1067.192139,P,SM,20,0,0,36.95,18330,0.013447625
SM-1096-P,1096,35.60439,-118.414799,1073.558105,P,SM,14,0,0,23.7,18328,0.013813124
SM-1098-P,1098,35.604317,-118.414783,1077.469482,P,SM,19,0.5,1.5,28.25,18330,0.042509797
SM-1103-X,1103,35.604067,-118.414979,1087.369263,X,SM,16,7.5,5,192.9,18349,0.028314917
SM-1103-X,1103,35.604067,-118.414979,1087.369263,X,SM,16,7.5,5,192.9,18349,0.029896405
SM-1105-X,1105,35.60404,-118.41518,1086.695068,X,SM,19,4.5,1.5,174.4,18350,0.029249992
SM-1105-X,1105,35.60404,-118.41518,1086.695068,X,SM,19,4.5,1.5,174.4,18350,0.031228385
SM-1106-X,1106,35.604021,-118.415234,1084.680054,X,SM,15,13.5,7.5,179,18353,0.0212589
SM-1106-X,1106,35.604021,-118.415234,1084.680054,X,SM,15,13.5,7.5,179,18353,0.019492885
SM-1112-P,1112,35.603858,-118.415913,1104.063965,P,SM,12,1,1.5,38.4,18334,0.020935926
SM-1113-P,1113,35.603867,-118.415943,1102.963989,P,SM,13,0.5,2,24.55,18334,0.020385631
SM-1118-X,1118,35.603874,-118.416653,1114.366943,X,SM,20,5,7,72.5,18339,0.029319215
SM-1118-X,1118,35.603874,-118.416653,1114.366943,X,SM,20,5,7,72.5,18339,0.027410454
SM-1121-X,1121,35.603803,-118.417037,1119.902466,X,SM,12,5.5,6,148.5,18337,0.019803582
SM-1121-X,1121,35.603803,-118.417037,1119.902466,X,SM,12,5.5,6,148.5,18337,0.021818152
SM-1122-X,1122,35.603798,-118.417192,1126.624878,X,SM,16,6,5,108.8,18350,0.022162794
SM-1122-X,1122,35.603798,-118.417192,1126.624878,X,SM,16,6,5,108.8,18350,0.023498973
SM-1123-X,1123,35.603794,-118.417365,1128.143555,X,SM,13,6,4,142.95,18343,0.024548775
SM-1123-X,1123,35.603794,-118.417365,1128.143555,X,SM,13,6,4,142.95,18343,0.026526158
SM-1124-X,1124,35.60418,-118.417634,1143.442627,X,SM,28,6,2.5,118.3,18362,0.037576058
SM-1124-X,1124,35.60418,-118.417634,1143.442627,X,SM,28,6,2.5,118.3,18362,0.039262004
SM-1125-X,1125,35.60489,-118.418387,1166.720581,X,SM,13,6.5,2.5,154.75,18345,0.025157693
SM-1125-X,1125,35.60489,-118.418387,1166.720581,X,SM,13,6.5,2.5,154.75,18345,0.023610065
SM-1127-X,1127,35.604822,-118.418507,1173.060059,X,SM,16,7,6.5,153.7,18343,0.038938582
SM-1127-X,1127,35.604822,-118.418507,1173.060059,X,SM,16,7,6.5,153.7,18343,0.040824971
SM-1130-X,1130,35.604964,-118.418791,1185.277588,X,SM,19,8.5,4,129.85,18347,0.034719188
SM-1130-X,1130,35.604964,-118.418791,1185.277588,X,SM,19,8.5,4,129.85,18347,0.036356617
SM-1132-X,1132,35.604716,-118.418656,1180.525513,X,SM,14,5,2.5,114,18344,0.027334101
SM-1132-X,1132,35.604716,-118.418656,1180.525513,X,SM,14,5,2.5,114,18344,0.028951026
SM-1134-X,1134,35.604285,-118.417955,1152.605347,X,SM,14,6,3,161.6,18337,0.028516499
SM-1134-X,1134,35.604285,-118.417955,1152.605347,X,SM,14,6,3,161.6,18337,0.029280796
SM-1134-X,1134,35.604285,-118.417955,1152.605347,X,SM,14,6,3,161.6,18337,0.030225674
SM-1134-X,1134,35.604285,-118.417955,1152.605347,X,SM,14,6,3,161.6,18337,0.030859129
SM-238-P,238,35.606051,-118.413665,1041.371704,P,SM,17,0,0.5,31.65,18326,0.017865836
SM-239-P,239,35.606093,-118.413695,1041.921387,P,SM,14,1,1,38.65,18329,0.038138014
SM-242-P,242,35.605898,-118.413711,1043.295898,P,SM,18,0.5,0.5,28.7,18328,0.013816354
SM-243-P,243,35.605824,-118.413697,1045.474731,P,SM,20,0,0.25,26.65,18329,0.014064848
SM-244-P,244,35.605664,-118.413771,1049.003296,P,SM,17,0,1,32.05,18332,0.012807167
SM-245-P,245,35.605653,-118.413826,1050.003906,P,SM,20,0,0.25,35.35,18328,0.014588849
SM-246-P,246,35.605557,-118.413797,1048.777222,P,SM,19,0,1,28.15,18329,0.018791987
SM-247-P,247,35.605365,-118.413823,1051.34729,P,SM,17,0,0,30.35,18328,0.038212652
SM-249-P,249,35.604953,-118.413972,1059.299927,P,SM,15,0,0.25,17.6,18330,0.042914434
SM-250-P,250,35.604873,-118.413956,1060.729248,P,SM,13,1,0,23.5,18326,0.04939705
SM-251-P,251,35.604903,-118.413984,1060.966553,P,SM,19,0,0,22.6,18323,0.049659065
SM-252-P,252,35.604657,-118.414424,1066.249634,P,SM,16,0,0,25.6,18326,0.048290053
SM-254-P,254,35.604595,-118.41465,1069.30896,P,SM,14,0,0.25,33.5,18336,0.014366241
SM-257-P,257,35.604458,-118.41471,1071.758057,P,SM,25,0,0.5,25.75,18326,0.032957726
SM-258-P,258,35.604345,-118.414787,1074.183105,P,SM,20,1,0.75,46,18335,0.042474384
SM-262-P,262,35.604204,-118.414818,1079.647949,P,SM,17,0,0,37.4,18328,0.01505967
SM-263-P,263,35.604196,-118.414838,1079.893555,P,SM,16,1.5,0.5,35.05,18333,0.041399144
SM-268-P,268,35.60401,-118.415286,1088.205811,P,SM,10,0,2.5,22.4,18329,0.017098098
SM-270-P,270,35.603989,-118.415311,1090.06958,P,SM,17,0,1.5,40.05,18328,0.017401464
SM-274-P,274,35.603883,-118.415943,1100.534302,P,SM,22,0,0,23.95,18328,0.020853612
SM-275-P,275,35.603887,-118.416236,1103.969116,P,SM,6,0,1.5,23.15,18339,0.018553053
SM-277-P,277,35.603878,-118.416233,1104.322266,P,SM,14,0,0,37.45,18326,0.017646675
SM-280-X,280,35.603761,-118.416717,1117.417236,X,SM,12,3.5,2,161.8,18348,0.02570257
SM-280-X,280,35.603761,-118.416717,1117.417236,X,SM,12,3.5,2,161.8,18348,0.024369311
SM-281-X,281,35.603761,-118.416756,1116.211548,X,SM,19,3.5,6.5,168.4,18386,0.017199031
SM-281-X,281,35.603761,-118.416756,1116.211548,X,SM,19,3.5,6.5,168.4,18386,0.015919641
SM-282-X,282,35.603746,-118.41678,1117.365845,X,SM,17,4.5,4,136.45,18352,0.027268677
SM-282-X,282,35.603746,-118.41678,1117.365845,X,SM,17,4.5,4,136.45,18352,0.025999312
SM-283-X,283,35.603736,-118.416783,1118.748779,X,SM,19,6,2,80.55,18337,0.019735886
SM-283-X,283,35.603736,-118.416783,1118.748779,X,SM,19,6,2,80.55,18337,0.021027426
SM-284-X,284,35.603737,-118.416748,1118.999756,X,SM,18,5,1.5,161.4,18361,0.026764957
SM-284-X,284,35.603737,-118.416748,1118.999756,X,SM,18,5,1.5,161.4,18361,0.028337733
SM-285-X,285,35.604327,-118.417553,1133.02478,X,SM,18,4.5,7,122.15,18345,0.038953087
SM-285-X,285,35.604327,-118.417553,1133.02478,X,SM,18,4.5,7,122.15,18345,0.037251365
SM-288-X,288,35.604217,-118.417381,1129.183105,X,SM,21,6,7.5,164.15,18352,0.02177033
SM-288-X,288,35.604217,-118.417381,1129.183105,X,SM,21,6,7.5,164.15,18352,0.023463752
