probCluster1,probCluster2,probCluster3,probCluster4,cluster,site,id,replicate,subspecies,date_flowered_std,avg_protandry,avg_herkogamy,mean_petal_area_sq_cm
0.5442037364119467,0.45579626358805336,3.183811069669136e-33,0,1,GC,651,A,U,15,8,7.5,1.9865
0.9887319090168775,0.01126809098312246,8.278644135576286e-34,0,1,GC,651,B,U,12,5.5,8.25,1.4275
0.9896295520704753,0.010370447929524705,1.5057322902641772e-21,0,1,GC,651,C,U,12,6.25,6.25,1.6175000000000002
0.9066505982630212,0.0933494017369789,6.493121891295623e-22,0,1,GC,652,A,U,10,9.75,6.25,1.639
0.013938367007036288,0.9860616329929637,8.752661062392572e-41,0,2,GC,652,B,U,19,8,8,2.3055000000000003
0.021628779941509094,0.978371220058491,1.6773991664512326e-28,0,2,GC,652,C,U,20,8.25,6.25,2.283
0.9892749326743117,0.010725067325688247,2.1306746177564045e-17,0,1,GC,653,A,U,13,6.5,5.5,1.611
0.888030624865426,0.11196937513457396,7.65037490855264e-39,0,1,GC,653,B,U,11,8,8.5,1.742
0.9893970107484685,0.010602989202668495,4.886291109140367e-11,0,1,GC,653,C,U,12,7.5,4,1.6495
0.19649839561597265,0.8035016043840274,1.7534107619081377e-27,0,2,GC,654,A,U,22,6.25,6.5,2.0605
1.3093648944339904e-4,0.9998690635105566,2.0412607436860902e-24,0,2,GC,654,B,U,28,10,5,2.287
0.22870034213151397,0.7712996578684861,1.0747983473613419e-40,0,2,GC,654,C,U,22,6.75,8.5,1.8545
0.0030755815538151604,0.9969244184461848,1.0455340976243281e-36,0,2,GC,655,A,U,15,9.25,7.25,2.496
0.9413609061755728,0.058639093824090036,3.3707530328203833e-13,0,1,GC,655,B,U,13,7.5,4,1.9455
0.0020078004827840455,0.9979921995172161,1.7085565434017353e-25,0,2,GC,655,C,U,22,10,5.5,2.3175
0.14887530630457646,0.8511246936954237,1.6654233473675756e-50,0,2,GC,656,A,U,19,7.25,9.5,2.001
2.407792742554131e-4,0.9997592207257445,4.5714694744587996e-37,0,2,GC,656,B,U,22,7,7,2.6245000000000003
0.12538194527317406,0.874618054726826,2.673147880288497e-23,0,2,GC,656,C,U,18,6.5,5.5,2.3209999999999997
7.85860933069483e-4,0.9992141390669305,1.1168748828128994e-60,0,2,GC,657,A,U,16,7.75,10,2.5614999999999997
0.3417348253599928,0.6582651746400072,1.677967607015067e-24,0,2,GC,657,B,U,17,8,6,2.0985
0.001557999393272013,0.998442000606728,6.249613263739443e-46,0,2,GC,657,C,U,16,10.25,8.5,2.4055
0.930426121112976,0.06957387888702224,1.850220999410809e-15,0,1,GC,658,A,U,14,8.25,4.75,1.799
0.0036974255710512213,0.9963025744289489,5.817110453820336e-42,0,2,GC,658,B,U,21,6.5,8,2.4383333333333335
0.3160047565888183,0.6839952434111818,6.170578845496867e-37,0,2,GC,658,C,U,15,9.25,8,1.947
0.896036147531776,0.10396385246822393,2.4057714930739746e-16,0,1,GC,659,A,U,17,6,4.75,1.9665
0.10052946266647851,0.8994705373335216,4.091327539480544e-29,0,2,GC,659,B,U,17,5.5,6.5,2.3865
0.9741852859218406,0.02581471378604306,2.921163130447518e-10,0,1,GC,659,C,U,20,5.25,4,1.572
0.07661343596743218,0.9233865640325678,3.3042865426930606e-65,0,2,GC,660,B,U,20,7.5,11,1.9055
0.8404189961004128,0.15958100389958726,1.7429504379489743e-38,0,1,GC,660,C,U,15,7.75,8.5,1.661
0.046404617486696706,0.9535953825133032,3.5966103869512236e-47,0,2,GC,661,A,U,14,9.75,9,2.148
4.0601113139870665e-4,0.9995939888686014,1.5798936641437355e-70,0,2,GC,661,C,U,21,8.5,11,2.3735
0.9914839431881509,0.008516055491498422,1.3203506662709858e-9,0,1,GC,662,A,U,18,5,4.25,1.3955000000000002
0.8068487514873945,0.19315124851260493,5.977577213713513e-16,0,1,GC,662,B,U,16,9.5,5,1.6869999999999998
0.9049537902146155,0.09504620978538236,2.017293928068514e-15,0,1,GC,662,C,U,21,6,5,1.633
0.9917351768253804,0.008264823092466712,8.215290267845658e-11,0,1,GC,664,A,U,10,7,3.75,1.7735
0.9414680975531444,0.05853190244685568,1.8173706721695783e-24,0,1,GC,664,C,U,17,4.75,6.5,1.8555
0.8280168365226034,0.17198316347039072,7.005928442090726e-12,0,1,GC,665,A,U,19,6,3.5,2.009
5.364481150349288e-6,0.9999946355188497,1.6435232678937764e-38,0,2,GC,665,B,U,27,10.25,7,2.52
2.2638095177252726e-4,0.9997736190482276,7.935444237852477e-55,0,2,GC,665,C,U,23,10.75,9.5,2.233
4.58526796927004e-10,7.428133136693267e-12,0.999999999479352,5.469307582826063e-11,3,GC,667,A,U,14,3,0.5,0.474
1.255504054824534e-8,4.703344933070074e-11,0.9999999873979207,5.28279642901487e-15,3,GC,667,B,U,13,3,0.5,0.622
1.0857296596614616e-7,7.318596222374064e-10,0.9999998906951744,2.1350994956467495e-24,3,GC,667,C,U,13,4.5,0.5,0.614
0.009753079673011512,0.9902469203269885,5.0407927928530276e-85,0,2,GC,669,A,U,16,7.75,12.5,2.216
0.6497431183955027,0.35025688160449725,3.977324118357017e-49,0,1,GC,669,B,U,14,6.5,9.5,1.963
0.9613927461206438,0.03860725387935609,1.0125931904996206e-34,0,1,GC,669,C,U,12,6,8,1.783
0.9952114202230863,0.004788579776913741,1.7775744827601957e-22,0,1,GC,670,A,U,9,5.75,6.5,1.583
0.9330241860498284,0.06697581395017166,1.0417986802399446e-19,0,1,GC,670,B,U,13,7.25,5.5,1.9065
0.9900357181247617,0.009964281540510916,3.347272395146215e-10,0,1,GC,670,C,U,14,7.25,4,1.529
0.3013350584642504,0.6986649415357495,6.095652054175735e-46,0,2,GC,671,A,U,16,7,9,2.074
0.988503618147968,0.011496381852031893,1.4780800019941504e-21,0,1,GC,671,B,U,12,7,6.5,1.394
0.9643673234517391,0.03563267654826092,1.9894074505850753e-22,0,1,GC,671,C,U,16,6,6.25,1.715
0.7199905653559462,0.2800094346440538,9.306323268557771e-29,0,1,GC,672,A,U,19,6.25,7,1.8765
0.9430172509268057,0.05698274907319419,1.9597394091058903e-16,0,1,GC,672,B,U,14,8,5,1.775
