"","chrom","ind","taxa","site","subsp","cutoff0.9","weighted","ind2","Tag","lat","lon","ele","distance2hetero","id","replicate","uniqueID","fl_1_open","fl_1_anthers","fl_1_stigma","fl_1_protandry","fl_1_herkogamy","fl_2_open","fl_2_anthers","fl_2_stigma","fl_2_protandry","fl_2_herkogamy","node","date_flowered","avg_protandry","avg_herkogamy","notes","date_flowered_std","mean_petal_area_sq_cm","number_petals_measured","petal_color"
"36","whole_genome","S22-1044x","S22_x","S22","X",0.0721164908128718,0.163120774527365,"1044","S22-1044-X",35.835882,-118.450867,973.543091,148.56369062759,1044,"N","S22-1044","3/11/20","3/12/20","3/18/20",6,6,"3/11/20","3/12/20","3/18/20",6,6,9.5,"3/11/20",6,6,NA,15,1.601,2,"pink"
"37","whole_genome","S22-1045x","S22_x","S22","X",0.105412584298257,0.184234035336402,"1045","S22-1045-X",35.835942,-118.450843,971.730408,153.672044080425,1045,"N","S22-1045","3/8/20","3/9/20","3/15/20",6,5,"3/11/20","3/11/20","3/17/20",6,6,10,"3/8/20",6,5.5,NA,12,1.373,2,"pink"
"38","whole_genome","S22-1046x","S22_x","S22","X",0.05846243569805,0.136592180911919,"1046","S22-1046-X",35.836138,-118.450863,968.822144,164.097787951934,1046,"N","S22-1046","3/9/20","3/10/20","3/14/20",4,4,"3/10/20","3/11/20","3/16/20",5,5,14,"3/9/20",4.5,4.5,NA,13,1.686,2,"pink"
"39","whole_genome","S22-1047x","S22_x","S22","X",0.112274459174355,0.188968677310228,"1047","S22-1047-X",35.836737,-118.450948,956.635925,206.060690411245,1047,"N","S22-1047","3/10/20","3/11/20","3/14/20",3,4,"3/12/20","3/13/20","3/17/20",4,3,7,"3/10/20",3.5,3.5,NA,14,1.5305,2,"pink"
"40","whole_genome","S22-1048x","S22_x","S22","X",0.0833482106629879,0.165178410530749,"1048","S22-1048-X",35.836795,-118.450959,958.733093,210.671007215102,1048,"N","S22-1048","3/20/20","3/21/20","3/27/20",6,3,"3/23/20","3/23/20","3/29/20",6,4,18,"3/20/20",6,3.5,NA,24,1.8515,2,"pink"
"41","whole_genome","S22-1049x","S22_x","S22","X",0.107200947493091,0.191301422979655,"1049","S22-1049-X",35.836928,-118.450937,955.814819,223.959106157166,1049,"N","S22-1049","3/7/20","3/8/20","3/13/20",5,6,"3/11/20","3/12/20","3/17/20",5,6,16,"3/7/20",5,6,NA,11,2.232,2,"pink"
"42","whole_genome","S22-1050x","S22_x","S22","X",0.0994387788888153,0.184283530612305,"1050","S22-1050-X",35.837127,-118.450773,957.642578,250.600164235799,1050,"N","S22-1050","3/25/20","3/26/20","3/31/20",5,5,"3/27/20","3/28/20","4/3/20",6,4,23,"3/25/20",5.5,4.5,NA,29,2.059,2,"pink"
"43","whole_genome","S22-1051x","S22_x","S22","X",0.0712450232381073,0.155181975172383,"1051","S22-1051-X",35.837322,-118.450634,956.781433,275.618365396981,1051,"N","S22-1051","3/28/20","3/29/20","4/5/20",7,9,"3/30/20","3/30/20","4/5/20",6,7,15,"3/28/20",6.5,8,NA,32,2.4095,2,"pink"
"44","whole_genome","S22-1053x","S22_x","S22","X",0.106453479198443,0.198504061521585,"1053","S22-1053-X",35.83883,-118.450672,946.968933,424.532516404657,1053,"N","S22-1053","3/29/20","3/30/20","4/5/20",6,9,"3/30/20","3/31/20","4/6/20",6,11,22,"3/29/20",6,10,NA,33,2.3065,2,"pink"
"45","whole_genome","S22-1054x","S22_x","S22","X",0.0712990038937278,0.171670745670719,"1054","S22-1054-X",35.839012,-118.450711,943.455933,442.393393282559,1054,"N","S22-1054","3/27/20","3/28/20","4/6/20",9,4,"3/29/20","3/30/20","4/8/20",9,4,14,"3/27/20",9,4,NA,31,1.602,2,"pink"
"46","whole_genome","S22-1055x","S22_x","S22","X",0.10887573964497,0.1869350759372,"1055","S22-1055-X",35.839269,-118.450636,944.255371,471.647213414307,1055,"N","S22-1055","3/16/20","3/17/20","3/22/20",5,8,"3/17/20","3/19/20","3/23/20",4,7,18,"3/16/20",4.5,7.5,NA,20,1.54433333333333,3,"pink"
"47","whole_genome","S22-1057p","S22_p","S22","P",0.0046185824540472,0.0185862490298339,"1057","S22-1057-P",35.835232,-118.452359,914.461731,37.0009075694844,1057,"N","S22-1057","3/10/20","3/10/20","3/10/20",0,2,"3/11/20","3/11/20","3/11/20",0,0.5,8,"3/10/20",0,1.25,NA,14,0.311,2,"pink"
"48","whole_genome","S22-1058p","S22_p","S22","P",0.00462997431411235,0.01883884032556,"1058","S22-1058-P",35.835216,-118.452328,912.971985,34.3308280454955,1058,"N","S22-1058","3/2/20","3/2/20","3/2/20",0,0,"3/4/20","3/4/20","3/4/20",0,0,8,"3/2/20",0,0,NA,6,0.198,2,"pink"
"49","whole_genome","S22-1059p","S22_p","S22","P",0.00445172730733166,0.0184792568201197,"1059","S22-1059-P",35.8351,-118.452458,911.648376,37.4831341414526,1059,"N","S22-1059","3/2/20","3/2/20","3/2/20",0,0,"3/3/20","3/3/20","3/3/20",0,0,8,"3/2/20",0,0,NA,6,0.365666666666667,3,"white"
"50","whole_genome","S22-1060p","S22_p","S22","P",0.0041040825314131,0.0190180446354998,"1060","S22-1060-P",35.835328,-118.452279,910.207947,29.1721626561263,1060,"N","S22-1060","2/25/20","2/25/20","2/25/20",0,0,"3/3/20","3/3/20","3/3/20",0,0,11,"2/25/20",0,0,NA,0,0.2665,2,"pink"
"51","whole_genome","S22-133x","S22_x","S22","X",0.0883759454897793,0.176072107297188,"133","S22-133-X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","whole_genome","S22-166p","S22_p","S22","P",0.0329880988645077,0.0796440047392027,"166","S22-166-P",35.834453,-118.452552,939.328491,34.6865048773137,166,"N","S22-166","3/19/20","3/19/20","3/21/20",2,1,"3/22/20","3/22/20","3/22/20",0,1,18,"3/19/20",1,1,NA,23,0.291,2,"pink"
"53","whole_genome","S22-167p","S22_p","S22","P",0.0319680528549625,0.0748777550182159,"167","S22-167-P",35.834479,-118.452582,939.223267,36.6878463858156,167,"N","S22-167","3/14/20","3/14/20","3/15/20",1,0,"3/15/20","3/15/20","3/16/20",1,0,18,"3/14/20",1,0,NA,18,0.2005,2,"pink"
"54","whole_genome","S22-168p","S22_p","S22","P",0.0286707028165307,0.073218122255418,"168","S22-168-P",35.834476,-118.45259,939.429077,37.2422421385767,168,"N","S22-168","3/18/20","3/18/20","3/19/20",1,0,"3/19/20","3/19/20","3/20/20",1,1,16,"3/18/20",1,0.5,NA,22,0.419,2,"pink"
"55","whole_genome","S22-169p","S22_p","S22","P",0.03316815605586,0.0799434143454738,"169","S22-169-P",35.834471,-118.452524,941.225403,32.9775868243677,169,"N","S22-169","3/8/20","3/8/20","3/8/20",0,1,"3/9/20","3/9/20","3/9/20",0,0.5,13,"3/8/20",0,0.75,NA,12,0.3075,2,"pink"
"56","whole_genome","S22-171p","S22_p","S22","P",0.032955290831764,0.077661830505024,"171","S22-171-P",35.834429,-118.452506,943.575317,30.7921661968905,171,"N","S22-171","3/17/20","3/17/20","3/18/20",1,0,"3/19/20","3/19/20","3/21/20",2,0,19,"3/17/20",1.5,0,NA,21,0.5235,2,"pink"
"57","whole_genome","S22-172p","S22_p","S22","P",0.0328952164720831,0.0736366894147228,"172","S22-172-P",35.834437,-118.452485,943.817932,29.7870289207267,172,"N","S22-172","3/5/20","3/5/20","3/6/20",1,0,"3/5/20","3/5/20","3/7/20",2,0.5,16,"3/5/20",1.5,0.25,NA,9,0.247,2,"pink"
"58","whole_genome","S22-174p","S22_p","S22","P",0.0310215166074786,0.0728142122194906,"174","S22-174-P",35.83442,-118.452494,944.896484,29.6496521703823,174,"N","S22-174","3/15/20","3/15/20","3/17/20",2,0,"3/17/20","3/17/20","3/18/20",1,0,16,"3/15/20",1.5,0,NA,19,0.33,2,"pink"
"59","whole_genome","S22-175x","S22_x","S22","X",0.11450632627207,0.192625779746374,"175","S22-175-X",35.834187,-118.452327,965.500977,24.736455301828,175,"N","S22-175","3/15/20","3/16/20","3/22/20",6,4,"3/17/20","3/19/20","3/23/20",4,5,13,"3/15/20",5,4.5,NA,19,1.782,2,"pink"
"60","whole_genome","S22-176x","S22_x","S22","X",0.120632238990237,0.200260657621061,"176","S22-176-X",35.834222,-118.45225,968.835022,31.0039171095439,176,"N","S22-176","3/28/20","3/29/20","4/6/20",8,5,"3/28/20","3/29/20","4/7/20",9,4,18,"3/28/20",8.5,4.5,NA,32,1.8495,2,"pink"
"61","whole_genome","S22-177x","S22_x","S22","X",0.10645796387027,0.18464856799585,"177","S22-177-X",35.834208,-118.452188,971.238708,35.5900723849095,177,"N","S22-177","4/6/20","4/7/20","4/15/20",8,6,"4/7/20","4/7/20","4/16/20",9,6,18,"4/6/20",8.5,6,NA,41,2.0545,2,"pink"
"62","whole_genome","S22-178x","S22_x","S22","X",0.0963969808693451,0.180135783745812,"178","S22-178-X",35.834196,-118.452181,971.433167,36.3032770440089,178,"N","S22-178","3/25/20","3/26/20","na",NA,NA,"3/27/20","3/29/20","na",NA,NA,13,"3/25/20",NA,NA,NA,29,2.029,2,"pink"
"63","whole_genome","S22-179x","S22_x","S22","X",0.104714929559709,0.187820294148101,"179","S22-179-X",35.834262,-118.452162,969.713928,35.3298916607034,179,"N","S22-179","3/24/20","3/25/20","3/29/20",4,6,"3/25/20","3/26/20","3/30/20",4,7,20,"3/24/20",4,6.5,NA,28,2.2425,2,"pink"
"64","whole_genome","S22-180x","S22_x","S22","X",0.12433951658235,0.202250787906911,"180","S22-180-X",35.834534,-118.45222,956.721069,22.2078713590758,180,"N","S22-180","3/11/20","3/12/20","3/18/20",6,5,"3/12/20","3/13/20","3/18/20",5,4,11,"3/11/20",5.5,4.5,NA,15,1.6025,2,"pink"
"65","whole_genome","S22-181p","S22_p","S22","P",0.00201970716556977,0.0143541357114754,"181","S22-181-P",35.834563,-118.452476,942.409851,28.5401826535664,181,"N","S22-181","2/26/20","2/26/20","2/26/20",0,0,"2/26/20","2/26/20","2/26/20",0,0,12,"2/25/20",0,0,NA,0,0.1965,2,"white"
"66","whole_genome","S22-182p","S22_p","S22","P",0.0025811823480433,0.0147430137166621,"182","S22-182-P",35.834541,-118.452438,943.443481,26.0221928354186,182,"N","S22-182","3/21/20","3/21/20","3/21/20",0,0.5,"na","na","na",NA,NA,NA,"3/21/20",0,0.5,NA,25,0.242,1,"white"
"67","whole_genome","S22-183p","S22_p","S22","P",0.0021109183190595,0.0155661451063125,"183","S22-183-P",35.834548,-118.452481,942.12561,29.196160238798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","whole_genome","S22-184x","S22_x","S22","X",0.0974240370045458,0.178571526435007,"184","S22-184-X",35.834904,-118.452097,949.346436,41.0728561187626,184,"N","S22-184","3/23/20","3/24/20","3/28/20",4,6,"3/25/20","3/26/20","3/30/20",4,6,19,"3/23/20",4,6,NA,27,2.014,2,"pink"
"69","whole_genome","S22-185x","S22_x","S22","X",0.115947905734186,0.196785946741468,"185","S22-185-X",35.834857,-118.452119,949.321899,43.4949047526317,185,"N","S22-185","3/9/20","3/10/20","3/15/20",5,5,"3/11/20","3/12/20","3/18/20",6,5,15,"3/9/20",5.5,5,NA,13,1.632,2,"pink"
"70","whole_genome","S22-186x","S22_x","S22","X",0.0891195035840377,0.170717883292698,"186","S22-186-X",35.834849,-118.45212,949.533569,43.6796678192634,186,"N","S22-186","4/2/20","4/3/20","4/9/20",6,2,"4/5/20","4/5/20","4/11/20",6,8,15,"4/2/20",6,5,NA,37,2.275,2,"pink"
"71","whole_genome","S22-187x","S22_x","S22","X",0.100223937861159,0.178267458297206,"187","S22-187-X",35.835119,-118.451981,948.613464,35.0148827702265,187,"N","S22-187","3/14/20","3/15/20","3/18/20",3,3,"3/17/20","3/17/20","3/23/20",6,4,11,"3/14/20",4.5,3.5,NA,18,1.724,2,"pink"
"72","whole_genome","S22-188x","S22_x","S22","X",0.0857749892618273,0.167737734358438,"188","S22-188-X",35.835132,-118.451918,948.805725,39.5671969714866,188,"N","S22-188","3/5/20","3/5/20","3/10/20",5,5,"3/8/20","3/8/20","3/11/20",3,6,15,"3/5/20",4,5.5,NA,9,1.3865,2,"pink"
"73","whole_genome","S22-189x","S22_x","S22","X",0.115487783070245,0.195005384202117,"189","S22-189-X",35.835159,-118.451876,951.02533,42.1899812515989,189,"N","S22-189","3/14/20","3/14/20","3/18/20",4,6,"3/14/20","3/15/20","3/19/20",4,7,11,"3/14/20",4,6.5,NA,18,1.5525,2,"pink"
"74","whole_genome","S22-190x","S22_x","S22","X",0.0888670574130811,0.174689787561427,"190","S22-190-X",35.835231,-118.451869,951.259277,41.4076766439607,190,"N","S22-190","3/31/20","4/1/20","4/4/20",3,8,"4/1/20","4/2/20","4/4/20",2,8,15,"3/31/20",2.5,8,NA,35,1.68,2,"pink"
"75","whole_genome","S22-191x","S22_x","S22","X",0.0991078568180749,0.179441955854842,"191","S22-191-X",35.835207,-118.451841,950.271057,44.1842582974858,191,"N","S22-191","3/10/20","3/11/20","3/14/20",3,3,"3/17/20","3/17/20","3/21/20",4,2,8,"3/10/20",3.5,2.5,NA,14,1.2025,2,"pink"
"76","whole_genome","S22-192x","S22_x","S22","X",0.0920267197271177,0.175499566304349,"192","S22-192-X",35.835264,-118.451816,950.285828,46.0117945988736,192,"N","S22-192","3/31/20","4/1/20","4/8/20",7,9,"4/2/20","4/3/20","4/10/20",7,9,20,"3/31/20",7,9,NA,35,1.823,2,"pink"
"77","whole_genome","S22-193x","S22_x","S22","X",0.0819318777865198,0.17620508295971,"193","S22-193-X",35.835282,-118.451763,950.053894,50.8129742686069,193,"N","S22-193","3/10/20","3/11/20","3/17/20",6,7,"3/10/20","3/11/20","3/17/20",6,1,13.5,"3/10/20",6,4,NA,14,1.7525,2,"pink"
"78","whole_genome","S22-194x","S22_x","S22","X",0.069589422407794,0.16264797952541,"194","S22-194-X",35.835306,-118.451775,949.718384,49.9323177287088,194,"N","S22-194","4/9/20","4/10/20","4/15/20",5,6,"4/11/20","4/12/20","4/16/20",4,4,16,"4/9/20",4.5,5,NA,44,1.631,2,"pink"
"79","whole_genome","S22-195x","S22_x","S22","X",0.0959268147336887,0.179071614771356,"195","S22-195-X",35.835346,-118.451792,949.366455,49.0689986973793,195,"N","S22-195","4/1/20","4/2/20","4/7/20",5,2,"4/4/20","4/4/20","4/9/20",5,4,15,"4/1/20",5,3,NA,36,2.162,2,"pink"
"80","whole_genome","S22-196x","S22_x","S22","X",0.078029243272049,0.162662087413383,"196","S22-196-X",35.835352,-118.451807,948.692383,47.8842093466897,196,"N","S22-196","3/28/20","3/29/20","4/1/20",3,7,"3/30/20","3/31/20","4/4/20",4,5,16,"3/28/20",3.5,6,NA,32,1.549,2,"pink"
"81","whole_genome","S22-197x","S22_x","S22","X",0.0852686097905497,0.164541709921135,"197","S22-197-X",35.835409,-118.4518,947.293762,50.1960447691841,197,"N","S22-197","3/23/20","3/25/20","4/1/20",7,9,"3/25/20","3/26/20","4/2/20",7,10,15,"3/23/20",7,9.5,NA,27,1.809,2,"pink"
"82","whole_genome","S22-198x","S22_x","S22","X",0.101464623704371,0.179884085041885,"198","S22-198-X",35.83538,-118.451847,945.81366,45.1871994826367,198,"N","S22-198","3/9/20","3/10/20","3/14/20",4,2,"3/12/20","3/13/20","3/18/20",5,5,6,"3/9/20",4.5,3.5,NA,13,1.6265,2,"pink"
"83","whole_genome","S22-199x","S22_x","S22","X",0.110588892435365,0.192147387410912,"199","S22-199-X",35.835314,-118.451865,943.820374,42.0289391070048,199,"N","S22-199","3/25/20","3/26/20","4/1/20",6,9,"3/26/20","3/27/20","4/2/20",6,9,22,"3/25/20",6,9,NA,29,2.1475,2,"pink"
"84","whole_genome","S22-200x","S22_x","S22","X",0.0649493097666839,0.146348905711948,"200","S22-200-X",35.835341,-118.451956,938.996155,34.622461519463,200,"N","S22-200","3/19/20","3/19/20","3/28/20",9,5,"3/20/20","3/21/20","3/28/20",7,4,17,"3/19/20",8,4.5,NA,23,1.7945,2,"pink"
"85","whole_genome","S22-201x","S22_x","S22","X",0.0827909293990968,0.169516519808614,"201","S22-201-X",35.835318,-118.45194,938.992249,35.4771483853159,201,"N","S22-201","3/12/20","3/13/20","3/17/20",4,8,"3/14/20","3/15/20","3/18/20",3,7,9,"3/12/20",3.5,7.5,NA,16,2.179,2,"pink"
"86","whole_genome","S22-202x","S22_x","S22","X",0.0999676270637747,0.182924395601931,"202","S22-202-X",35.835321,-118.451972,938.319641,32.7362035741066,202,"N","S22-202","3/27/20","3/28/20","4/3/20",6,6,"3/29/20","3/30/20","4/4/20",5,6,14,"3/27/20",5.5,6,NA,31,2.1375,2,"pink"
"87","whole_genome","S22-203x","S22_x","S22","X",0.0719135611086997,0.150680095338155,"203","S22-203-X",35.835298,-118.451936,938.702393,35.5150135153656,203,"N","S22-203","3/26/20","3/27/20","4/2/20",6,4,"3/28/20","3/29/20","4/4/20",6,4,16,"3/26/20",6,4,NA,30,2.393,2,"pink"
"88","whole_genome","S22-204x","S22_x","S22","X",0.114078190182532,0.193717304331435,"204","S22-204-X",35.835404,-118.451911,939.176819,40.6892002739458,204,"N","S22-204","3/27/20","3/28/20","4/1/20",4,4,"3/29/20","3/30/20","4/4/20",5,4,18,"3/27/20",4.5,4,NA,31,1.9295,2,"pink"
"89","whole_genome","S22-205x","S22_x","S22","X",0.0918551256131772,0.171388443685308,"205","S22-205-X",35.835463,-118.451891,940.328308,45.2097363307293,205,"N","S22-205","3/26/20","3/28/20","4/3/20",6,5,"3/29/20","3/30/20","4/5/20",6,7,14,"3/26/20",6,6,NA,30,1.9795,2,"pink"
"90","whole_genome","S22-206x","S22_x","S22","X",0.0766611970740235,0.158724700393192,"206","S22-206-X",35.835493,-118.451895,938.984619,46.6554919775079,206,"N","S22-206","3/22/20","3/23/20","3/27/20",4,4,"3/24/20","3/26/20","3/29/20",3,4,14,"3/22/20",3.5,4,NA,26,1.49,2,"pink"
"91","whole_genome","S22-207x","S22_x","S22","X",0.121961613738241,0.201858583228715,"207","S22-207-X",35.835366,-118.451866,944.736572,43.1168744141093,207,"N","S22-207","4/4/20","4/4/20","4/17/20",13,7,"4/6/20","4/6/20","4/18/20",12,6,14,"4/4/20",12.5,6.5,NA,39,2.2665,2,"pink"
"92","whole_genome","S22-208x","S22_x","S22","X",0.0894652354390972,0.173838997557926,"208","S22-208-X",35.835396,-118.451865,943.930786,44.2123588151064,208,"N","S22-208","3/11/20","3/12/20","3/16/20",4,3,"3/14/20","3/15/20","3/19/20",4,5,7,"3/11/20",4,4,NA,15,1.8955,2,"pink"
"93","whole_genome","S22-209x","S22_x","S22","X",0.0897073013830814,0.187427516095868,"209","S22-209-X",35.835498,-118.451868,938.830078,48.9937515941104,209,"N","S22-209","4/6/20","4/7/20","4/11/20",4,1,"4/10/20","4/10/20","4/14/20",4,4,11,"4/6/20",4,2.5,NA,41,1.7245,2,"pink"
"94","whole_genome","S22-210x","S22_x","S22","X",0.0672405591615645,0.149446347404942,"210","S22-210-X",35.835552,-118.451807,942.397217,56.893973950006,210,"N","S22-210","3/30/20","3/30/20","4/6/20",7,5,"3/31/20","4/1/20","4/7/20",6,6,20,"3/30/20",6.5,5.5,NA,34,1.834,2,"pink"
"95","whole_genome","S22-211x","S22_x","S22","X",0.0508354018783841,0.132400771235365,"211","S22-211-X",35.835651,-118.451776,942.272095,65.8982087847671,211,"N","S22-211","3/29/20","3/29/20","4/7/20",9,3,"3/30/20","3/30/20","4/8/20",9,3,24,"3/29/20",9,3,NA,33,1.6945,2,"pink"
"96","whole_genome","S22-212x","S22_x","S22","X",0.0698777120315582,0.153099357899319,"212","S22-212-X",35.835668,-118.451782,939.624695,66.7659570869658,212,"N","S22-212","3/29/20","3/30/20","4/5/20",6,6,"3/31/20","4/1/20","4/7/20",6,6,17,"3/29/20",6,6,NA,33,2.1675,2,"pink"
"97","whole_genome","S22-214x","S22_x","S22","X",0.0727274164729693,0.156464929947262,"214","S22-214-X",35.837369,-118.450823,948.998657,271.090791663617,214,"N","S22-214","3/11/20","3/12/20","3/14/20",2,3,"3/14/20","3/15/20","3/17/20",2,2,8,"3/11/20",2,2.5,NA,15,1.2645,2,"pink"
"98","whole_genome","S22-215x","S22_x","S22","X",0.071026624267365,0.15485655407974,"215","S22-215-X",35.83735,-118.450826,950.143372,269.124102030823,215,"N","S22-215","4/1/20","4/2/20","4/7/20",5,3,"4/1/20","4/3/20","4/8/20",5,4,16,"4/1/20",5,3.5,NA,36,1.6335,2,"pink"
"99","whole_genome","S22-216x","S22_x","S22","X",0.0977247020638329,0.182477135696027,"216","S22-216-X",35.83736,-118.450839,949.776855,269.503070698708,216,"N","S22-216","3/23/20","3/23/20","3/30/20",7,6,"3/25/20","3/26/20","4/2/20",7,7,22,"3/23/20",7,6.5,NA,27,1.7565,2,"pink"
"100","whole_genome","S22-217x","S22_x","S22","X",0.0755111118171276,0.168312544362192,"217","S22-217-X",35.837353,-118.450712,953.250427,274.713213467371,217,"N","S22-217","4/3/20","4/5/20","4/10/20",5,5,"4/4/20","4/5/20","4/10/20",5,6,17,"4/3/20",5,5.5,NA,38,1.5825,2,"pink"
"101","whole_genome","S22-218x","S22_x","S22","X",0.0929365066713427,0.177344896413101,"218","S22-218-X",35.83733,-118.450699,953.43811,273.171066552232,218,"N","S22-218","3/22/20","3/23/20","3/29/20",6,5,"3/24/20","3/25/20","4/1/20",7,7,13,"3/22/20",6.5,6,NA,26,1.628,2,"pink"
"102","whole_genome","S22-220x","S22_x","S22","X",0.113508502749009,0.195897139442396,"220","S22-220-X",35.840297,-118.450239,939.150269,591.529974324872,220,"N","S22-220","3/26/20","3/27/20","4/1/20",5,6,"3/28/20","3/29/20","4/3/20",5,5,11,"3/26/20",5,5.5,NA,30,2.0545,2,"pink"
"103","whole_genome","S22-221x","S22_x","S22","X",0.074786952688804,0.161902858719992,"221","S22-221-X",35.840371,-118.450249,936.941895,599.063881500747,221,"N","S22-221","3/15/20","3/17/20","3/22/20",5,9,"3/17/20","3/17/20","3/23/20",6,7,14,"3/15/20",5.5,8,NA,19,1.606,2,"pink"
"104","whole_genome","S22-222x","S22_x","S22","X",0.10745849707274,0.194113014181048,"222","S22-222-X",35.840153,-118.450459,937.551941,570.187386188256,222,"N","S22-222","3/14/20","3/15/20","3/19/20",4,5,"3/19/20","3/19/20","3/23/20",4,NA,11,"3/14/20",4,5,NA,18,1.642,2,"pink"
"105","whole_genome","S22-223x","S22_x","S22","X",0.0836120401337793,0.165911988154583,"223","S22-223-X",35.839952,-118.450418,938.647766,549.991286466537,223,"N","S22-223","4/1/20","4/2/20","4/7/20",5,5,"4/2/20","4/3/20","4/8/20",5,5,19,"4/1/20",5,5,NA,36,2.0145,2,"pink"
"106","whole_genome","S22-224x","S22_x","S22","X",0.113091967027639,0.196342901791134,"224","S22-224-X",35.839874,-118.450526,938.654541,538.738013520423,224,"N","S22-224","3/28/20","na","4/4/20",NA,NA,"3/28/20","na","4/4/20",NA,NA,16,"3/28/20",NA,NA,NA,32,1.529,2,"pink"
"107","whole_genome","S22-225x","S22_x","S22","X",0.0919938160946006,0.17578501976119,"225","S22-225-X",35.840509,-118.450287,933.992249,612.6397775689,225,"N","S22-225","3/28/20","3/29/20","4/4/20",6,6,"3/29/20","3/30/20","4/4/20",5,5,19,"3/28/20",5.5,5.5,NA,32,2.0265,2,"pink"
"108","whole_genome","SAW-100p","SAW_p","SAW","P",0.00742435519291378,0.017860880961706,"100","SAW-100-P",35.678982,-118.473122,892.653809,29.3613307032831,100,"N","SAW-100","1/4/20","1/4/20","1/4/20",0,0,"1/5/20","1/5/20","1/5/20",0,0,34,"1/4/20",0,0,NA,14,0.272845,2,"pink"
"109","whole_genome","SAW-101p","SAW_p","SAW","P",0.00739302825045432,0.0186951284144082,"101","SAW-101-P",35.678984,-118.473466,903.420471,7.45159446709204,101,"N","SAW-101","1/5/20","1/5/20","1/5/20",0,0,"1/5/20","1/5/20","1/6/20",1,0,22,"1/5/20",0.5,0,NA,15,0.15842,2,"pink"
"110","whole_genome","SAW-102x","SAW_x","SAW","X",0.0580723237771048,0.0992290069276786,"102","SAW-102-X",35.678967,-118.473477,903.70636,6.50705620264628,102,"N","SAW-102","1/7/20","1/8/20","1/12/20",4,6,"1/7/20","1/8/20","1/13/20",5,8,23,"1/7/20",4.5,7,NA,17,1.301595,2,"pink"
"111","whole_genome","SAW-103p","SAW_p","SAW","P",0.0066749299912776,0.0180155016150534,"103","SAW-103-P",35.679057,-118.473419,900.090637,14.7771628120731,103,"N","SAW-103","12/28/19","12/28/19","12/28/19",0,0,"12/29/19","12/29/19","12/29/19",0,0,24,"12/28/19",0,0,NA,7,0.16149,2,"pink"
"112","whole_genome","SAW-104p","SAW_p","SAW","P",0.00855116924150853,0.0189943385684692,"104","SAW-104-P",35.679055,-118.473363,897.689331,16.7517586800843,104,"N","SAW-104","1/2/20","1/2/20","1/3/20",1,0,"1/2/20","1/2/20","1/3/20",1,2.5,23.5,"1/2/20",1,1.25,NA,12,0.16925,2,"pink"
"113","whole_genome","SAW-105p","SAW_p","SAW","P",0.00704999084416773,0.0171429127328948,"105","SAW-105-P",35.67906,-118.473539,899.53479,9.44535043480058,105,"N","SAW-105","12/30/19","12/30/19","12/30/19",0,0.5,"12/31/19","12/31/19","12/31/19",0,2,21,"12/30/19",0,1.25,NA,9,0.19342,2,"pink"
"114","whole_genome","SAW-1061x","SAW_x","SAW","X",0.0652368438937091,0.106790544600828,"1061","SAW-1061-X",35.679592,-118.474957,944.183289,105.176823051969,1061,"N","SAW-1061","1/13/20","1/14/20","1/16/20",2,6,"1/15/20","1/16/20","1/18/20",2,7,21,"1/13/20",2,6.5,NA,23,1.136815,2,"pink"
"115","whole_genome","SAW-1062x","SAW_x","SAW","X",0.0665514755524024,0.106582674460048,"1062","SAW-1062-X",35.679655,-118.475027,946.29303,109.90145149642,1062,"N","SAW-1062","1/13/20","1/14/20","1/19/20",5,5,"1/13/20","1/14/20","1/19/20",5,4,19,"1/13/20",5,4.5,NA,23,1.70021,2,"pink"
"116","whole_genome","SAW-1063x","SAW_x","SAW","X",0.0658145745898512,0.109897021783757,"1063","SAW-1063-X",35.679625,-118.475112,949.328552,118.222426157189,1063,"N","SAW-1063","1/14/20","1/16/20","1/17/20",1,2,"1/16/20","1/17/20","1/18/20",1,3,21,"1/7/20",1,2.5,NA,17,1.00522,1,"pink"
"117","whole_genome","SAW-1064x","SAW_x","SAW","X",0.0695354626952318,0.107943414346046,"1064","SAW-1064-X",35.679695,-118.475199,957.809692,122.625495262381,1064,"N","SAW-1064","1/20/20","1/21/20","1/24/20",3,4.5,"1/21/20","1/21/20","1/25/20",4,6,35,"1/20/20",3.5,5.25,NA,30,0.648433333333333,3,"pink"
"118","whole_genome","SAW-1065x","SAW_x","SAW","X",0.0766048974189279,0.11947061420849,"1065","SAW-1065-X",35.679787,-118.475222,960.122131,121.679075002288,1065,"N","SAW-1065","1/5/20","1/6/20","1/9/20",3,0.5,"1/6/20","1/7/20","1/9/20",2,10,19,"1/5/20",2.5,5.25,NA,15,1.124215,2,"pink"
"119","whole_genome","SAW-1067x","SAW_x","SAW","X",0.065905931025128,0.106152352314685,"1067","SAW-1067-X",35.679787,-118.475061,951.185181,107.781145258244,1067,"N","SAW-1067","1/6/20","1/6/20","1/10/20",4,3,"1/7/20","1/8/20","1/12/20",4,6,21,"1/6/20",4,4.5,NA,16,1.67926,2,"pink"
