"","chrom","ind","taxa","site","subsp","cutoff0.9","weighted","ind2","Tag","lat","lon","ele","distance2hetero","id","replicate","uniqueID","fl_1_open","fl_1_anthers","fl_1_stigma","fl_1_protandry","fl_1_herkogamy","fl_2_open","fl_2_anthers","fl_2_stigma","fl_2_protandry","fl_2_herkogamy","node","date_flowered","avg_protandry","avg_herkogamy","notes","date_flowered_std","mean_petal_area_sq_cm","number_petals_measured","petal_color"
"22","whole_genome","S22-1027x","S22_x","S22","X",0.118442301849986,0.199283484064082,"1027","S22-1027-X",35.834147,-118.452379,968.870117,18.5688931160011,1027,"N","S22-1027","3/24/20","3/25/20","3/30/20",5,8,"3/24/20","3/25/20","4/1/20",7,8,22.5,"3/24/20",6,8,NA,28,2.4925,2,"pink"
"23","whole_genome","S22-1028x","S22_x","S22","X",0.108930129925733,0.195259581619832,"1028","S22-1028-X",35.834248,-118.452184,973.886108,34.5409383378964,1028,"N","S22-1028","3/27/20","3/27/20","4/2/20",6,7,"3/27/20","3/27/20","4/4/20",8,5,19,"3/27/20",7,6,NA,31,1.793,2,"pink"
"24","whole_genome","S22-1029x","S22_x","S22","X",0.107812321873524,0.188758944452833,"1029","S22-1029-X",35.834285,-118.452186,973.262573,32.1597687836188,1029,"N","S22-1029","3/25/20","3/26/20","3/29/20",3,6,"2/26/20","3/27/20","3/31/20",4,5,22,"3/25/20",3.5,5.5,NA,29,2.382,2,"pink"
"25","whole_genome","S22-1030x","S22_x","S22","X",0.0974922177752366,0.185079184814566,"1030","S22-1030-X",35.834491,-118.452057,972.069458,37.4245676014661,1030,"N","S22-1030","3/10/20","3/11/20","3/17/20",6,5,"3/14/20","3/15/20","3/21/20",6,8,16,"3/10/20",6,6.5,NA,14,2.3615,2,"pink"
"26","whole_genome","S22-1031x","S22_x","S22","X",0.108325222968553,0.187954773794448,"1031","S22-1031-X",35.834565,-118.452039,966.843018,38.4937700050652,1031,"N","S22-1031","3/27/20","3/28/20","4/7/20",10,8,"3/28/20","3/29/20","4/8/20",10,8,19,"3/27/20",10,8,NA,31,1.6855,2,"pink"
"27","whole_genome","S22-1032x","S22_x","S22","X",0.102081495020799,0.181587612115084,"1032","S22-1032-X",35.834631,-118.452033,968.601807,40.0207021298888,1032,"N","S22-1032","3/27/20","3/28/20","4/2/20",5,9,"3/29/20","3/29/20","4/5/20",7,6,12,"3/27/20",6,7.5,NA,31,2.1335,2,"pink"
"28","whole_genome","S22-1033x","S22_x","S22","X",0.0546457170940418,0.136807460104941,"1033","S22-1033-X",35.834723,-118.452058,961.418518,41.4689482870888,1033,"N","S22-1033","4/8/20","4/10/20","4/15/20",5,4,"4/10/20","4/11/20","4/17/20",6,4,12,"4/8/20",5.5,4,NA,43,1.407,2,"pink"
"29","whole_genome","S22-1037x","S22_x","S22","X",0.0779528787642378,0.159951682468217,"1037","S22-1037-X",35.834721,-118.452301,947.317444,24.1260967672412,1037,"N","S22-1037","4/3/20","4/4/20","4/9/20",5,3,"4/3/20","4/4/20","4/9/20",5,5,19.5,"4/3/20",5,4,NA,38,0.976,2,"pink"
"30","whole_genome","S22-1038x","S22_x","S22","X",0.0821525198330811,0.168649113387027,"1038","S22-1038-X",35.834929,-118.452152,943.972168,35.9258469502083,1038,"N","S22-1038","3/27/20","3/28/20","4/2/20",5,3,"3/28/20","3/29/20","4/3/20",5,3,13,"3/27/20",5,3,NA,31,1.569,2,"pink"
"31","whole_genome","S22-1039x","S22_x","S22","X",0.101232780913039,0.184203206147836,"1039","S22-1039-X",35.834994,-118.452038,946.524292,38.3171308685427,1039,"N","S22-1039","3/19/20","3/19/20","3/25/20",6,10,"3/20/20","3/20/20","3/27/20",7,6,20,"3/19/20",6.5,8,NA,23,1.525,2,"pink"
"32","whole_genome","S22-1040x","S22_x","S22","X",0.0878880767114674,0.177238814122398,"1040","S22-1040-X",35.835362,-118.451656,960.409302,61.4034900226625,1040,"N","S22-1040","3/9/20","3/10/20","na",NA,NA,"3/11/20","3/12/20","3/17/20",5,4,11,"3/9/20",5,4,NA,13,1.9745,2,"pink"
"33","whole_genome","S22-1041x","S22_x","S22","X",0.105052396387324,0.183522355779812,"1041","S22-1041-X",35.835398,-118.451591,963.28302,67.9457372264209,1041,"N","S22-1041","3/30/20","3/30/20","4/3/20",4,7,"3/30/20","3/30/20","4/4/20",5,5,22,"3/30/20",4.5,6,NA,34,2.02,2,"pink"
"34","whole_genome","S22-1042x","S22_x","S22","X",0.0797778712400891,0.163220115874813,"1042","S22-1042-X",35.83541,-118.451566,964.521973,70.4427608483935,1042,"N","S22-1042","3/9/20","3/10/20","3/17/20",7,9,"3/11/20","3/12/20","3/18/20",6,11,16,"3/9/20",6.5,10,NA,13,1.52,2,"pink"
"35","whole_genome","S22-1043x","S22_x","S22","X",0.114698087300827,0.196231227547735,"1043","S22-1043-X",35.835738,-118.45113,967.289917,120.144258462473,1043,"N","S22-1043","3/31/20","4/1/20","4/9/20",8,6,"4/2/20","4/4/20","4/11/20",7,8,18,"3/31/20",7.5,7,NA,35,2.5425,2,"pink"
