locationID,densityFloweringPlants,dayTrial,site,distance,stigmaID,countLabeledPollen
S8-D-35,0,2,S8,35,2-S8-D35i,11
S8-D-35,0,4,S8,35,4-S8-D35i,2
S8-D-5,0,4,S8,5,4-S8-D5i,6
S8-D-5,0,2,S8,5,2-S8-D5i,11
S8-D-5,0,3,S8,5,3-S8-D5i,40
S8-E-10,0,3,S8,10,3-S8-E10i,41
S8-E-10,0,2,S8,10,2-S8-E10i,8
S8-E-10,0,4,S8,10,4-S8-E10i,12
S8-E-15,0,2,S8,15,2-S8-E15i,7
S8-E-15,0,3,S8,15,3-S8-E15i,23
S8-E-15,0,4,S8,15,4-S8-E15i,4
S8-E-25,0,4,S8,25,4-S8-E25i,14
S8-E-25,0,3,S8,25,3-S8-E25i,120
S8-E-25,0,3,S8,25,3-S8-E25ii,9
S8-E-25,0,2,S8,25,2-S8-E25i,0
S8-E-35,0,3,S8,35,3-S8-E35i,0
S8-E-35,0,2,S8,35,2-S8-E35i,2
S8-E-35,0,4,S8,35,4-S8-E35i,1
S8-E-35,0,2,S8,35,2-S8-E35ii,11
S8-E-35,0,2,S8,35,2-S8-E35iii,25
S8-E-5,0,3,S8,5,3-S8-E5i,101
S8-E-5,0,4,S8,5,4-S8-E5i,5
S8-E-5,0,3,S8,5,3-S8-E5ii,35
S8-E-5,0,2,S8,5,2-S8-E5i,16
S8-F-10,0,3,S8,10,3-S8-F10i,83
S8-F-10,0,2,S8,10,2-S8-F10i,39
S8-F-10,0,2,S8,10,2-S8-F10ii,11
S8-F-10,0,4,S8,10,4-S8-F10i,2
S8-F-15,0,3,S8,15,3-S8-F15i,24
S8-F-15,0,4,S8,15,4-S8-F15i,3
S8-F-15,0,2,S8,15,2-S8-F15i,26
S8-F-15,0,4,S8,15,4-S8-F15iv,2
S8-F-15,0,4,S8,15,4-S8-F15iii,5
S8-F-15,0,4,S8,15,4-S8-F15ii,1
S8-F-25,0,2,S8,25,2-S8-F25i,23
S8-F-25,0,3,S8,25,3-S8-F25i,173
S8-F-25,0,4,S8,25,4-S8-F25ii,6
S8-F-25,0,4,S8,25,4-S8-F25i,1
S8-F-35,0,4,S8,35,4-S8-F35i,0
S8-F-35,0,2,S8,35,2-S8-F35i,5
S8-F-35,0,4,S8,35,4-S8-F35ii,6
S8-F-35,0,3,S8,35,3-S8-F35i,34
S8-F-5,0,4,S8,5,4-S8-F5i,6
S8-F-5,0,3,S8,5,3-S8-F5i,7
S8-F-5,0,2,S8,5,2-S8-F5i,21
SAW-A-10,0,3,SAW,10,3-SAW-A10i,38
SAW-A-10,0,4,SAW,10,4-SAW-A10i,25
SAW-A-15,0,3,SAW,15,3-SAW-A15i,11
SAW-A-25,0,3,SAW,25,3-SAW-A25i,8
SAW-A-25,0,3,SAW,25,3-SAW-A25ii,36
SAW-A-25,0,4,SAW,25,4-SAW-A25i,1
SAW-A-35,0,4,SAW,35,4-SAW-A35iii,30
SAW-A-35,0,4,SAW,35,4-SAW-A35ii,24
SAW-A-35,0,4,SAW,35,4-SAW-A35i,5
SAW-A-35,0,3,SAW,35,3-SAW-A35ii,7
SAW-A-35,0,3,SAW,35,3-SAW-A35iii,27
SAW-A-35,0,3,SAW,35,3-SAW-A35i,4
SAW-A-5,0,3,SAW,5,3-SAW-A5i,34
SAW-A-5,0,4,SAW,5,4-SAW-A5ii,0
SAW-A-5,0,4,SAW,5,4-SAW-A5i,51
SAW-A-5,0,3,SAW,5,3-SAW-A5ii,6
SAW-A-5,0,3,SAW,5,3-SAW-A5iii,6
SAW-B-10,0,4,SAW,10,4-SAW-B10i,0
SAW-B-10,0,4,SAW,10,4-SAW-B10ii,73
SAW-B-15,0,3,SAW,15,3-SAW-B15i,18
SAW-B-15,0,4,SAW,15,4-SAW-B15ii,4
SAW-B-15,0,4,SAW,15,4-SAW-B15i,0
SAW-B-25,0,4,SAW,25,4-SAW-B25ii,7
SAW-B-25,0,4,SAW,25,4-SAW-B25i,0
SAW-B-35,0,3,SAW,35,3-SAW-B35i,3
SAW-B-35,0,4,SAW,35,4-SAW-B35ii,0
SAW-B-35,0,4,SAW,35,4-SAW-B35i,0
SAW-B-5,0,4,SAW,5,4-SAW-B5iii,3
SAW-B-5,0,3,SAW,5,3-SAW-B5i,4
SAW-B-5,0,4,SAW,5,4-SAW-B5i,79
SAW-B-5,0,4,SAW,5,4-SAW-B5ii,2
SAW-C-10,0,4,SAW,10,4-SAW-C10i,12
SAW-C-10,0,4,SAW,10,4-SAW-C10iii,9
SAW-C-10,0,4,SAW,10,4-SAW-C10ii,26
SAW-C-10,0,3,SAW,10,3-SAW-C10ii,39
SAW-C-10,0,4,SAW,10,4-SAW-C10iv,48
SAW-C-10,0,3,SAW,10,3-SAW-C10i,96
SAW-C-15,0,3,SAW,15,3-SAW-C15ii,8
SAW-C-15,0,3,SAW,15,3-SAW-C15i,0
SAW-C-25,0,3,SAW,25,3-SAW-C25i,19
SAW-C-25,0,4,SAW,25,4-SAW-C25i,0
SAW-C-35,0,4,SAW,35,4-SAW-C35i,25
SAW-C-5,0,3,SAW,5,3-SAW-C5i,21
SAW-C-5,0,3,SAW,5,3-SAW-C5ii,12
SAW-C-5,0,4,SAW,5,4-SAW-C5i,2
SAW-D-10,0,4,SAW,10,4-SAW-D10i,29
SAW-D-10,0,4,SAW,10,4-SAW-D10ii,9
SAW-D-15,0,3,SAW,15,3-SAW-D15ii,21
SAW-D-15,0,3,SAW,15,3-SAW-D15i,7
SAW-D-25,0,3,SAW,25,3-SAW-D25iii,23
SAW-D-25,0,3,SAW,25,3-SAW-D25ii,8
SAW-D-25,0,3,SAW,25,3-SAW-D25i,3
SAW-D-25,0,4,SAW,25,4-SAW-D25i,41
SAW-D-35,0,4,SAW,35,4-SAW-D35iii,3
SAW-D-35,0,4,SAW,35,4-SAW-D35ii,3
SAW-D-35,0,4,SAW,35,4-SAW-D35v,3
SAW-D-35,0,4,SAW,35,4-SAW-D35i,14
SAW-D-35,0,4,SAW,35,4-SAW-D35iv,37
SAW-D-5,0,4,SAW,5,4-SAW-D5i,46
SAW-D-5,0,3,SAW,5,3-SAW-D5i,2
SAW-D-5,0,3,SAW,5,3-SAW-D5ii,144
SAW-E-10,0,4,SAW,10,4-SAW-E10i,18
SAW-E-10,0,4,SAW,10,4-SAW-E10ii,23
SAW-E-15,0,4,SAW,15,4-SAW-E15i,100
SAW-E-35,0,4,SAW,35,4-SAW-E35i,1
SAW-E-5,0,3,SAW,5,3-SAW-E5i,81
SAW-E-5,0,3,SAW,5,3-SAW-E5ii,10
SAW-E-5,0,4,SAW,5,4-SAW-E5i,9
SAW-F-10,2,3,SAW,10,3-SAW-F10iii,123
SAW-F-10,2,4,SAW,10,4-SAW-F10i,29
SAW-F-10,2,3,SAW,10,3-SAW-F10ii,33
SAW-F-10,2,3,SAW,10,3-SAW-F10v,68
SAW-F-10,2,3,SAW,10,3-SAW-F10iv,26
SAW-F-10,2,3,SAW,10,3-SAW-F10i,17
SAW-F-15,0,3,SAW,15,3-SAW-F15ii,1
SAW-F-15,0,3,SAW,15,3-SAW-F15i,0
SAW-F-25,0,4,SAW,25,4-SAW-F25i,14
SAW-F-25,0,4,SAW,25,4-SAW-F25ii,38
SAW-F-35,0,3,SAW,35,3-SAW-F35ii,3
SAW-F-35,0,4,SAW,35,4-SAW-F35i,97
SAW-F-35,0,3,SAW,35,3-SAW-F35i,49
SAW-F-5,0,3,SAW,5,3-SAW-F5i,2
SAW-F-5,0,4,SAW,5,4-SAW-F5i,7
SAW-F-5,0,3,SAW,5,3-SAW-F5ii,24
US-A-10,0,2,US,10,2-US-A10i,6
US-A-10,0,3,US,10,3-US-A10i,62
US-A-15,0,4,US,15,4-US-A15ii,2
US-A-15,0,4,US,15,4-US-A15i,17
US-A-25,0,4,US,25,4-US-A25i,13
US-A-25,0,2,US,25,2-US-A25i,66
US-A-5,0,2,US,5,2-US-A5i,0
US-A-5,0,2,US,5,2-US-A5ii,3
US-B-10,0,2,US,10,2-US-B10i,5
US-B-10,0,4,US,10,4-US-B10i,54
US-B-10,0,2,US,10,2-US-B10ii,42
US-B-15,0,4,US,15,4-US-B15i,5
US-B-35,0,3,US,35,3-US-B35ii,2
US-B-35,0,3,US,35,3-US-B35i,11
US-B-35,0,4,US,35,4-US-B35i,18
US-B-5,0,4,US,5,4-US-B5i,9
US-B-5,0,2,US,5,2-US-B5i,240
US-C-10,0,4,US,10,4-US-C10i,1
US-C-15,0,3,US,15,3-US-C15i,8
US-C-15,0,2,US,15,2-US-C15i,87
US-C-25,0,2,US,25,2-US-C25ii,0
US-C-25,0,2,US,25,2-US-C25i,0
US-C-25,0,2,US,25,2-US-C25iii,17
US-C-35,0,3,US,35,3-US-C35i,21
US-C-35,0,3,US,35,3-US-C35ii,80
US-C-5,0,4,US,5,4-US-C5i,1
US-C-5,0,4,US,5,4-US-C5ii,2
US-D-10,0,4,US,10,4-US-D10i,0
US-D-25,0,3,US,25,3-US-D25ii,7
US-D-25,0,3,US,25,3-US-D25i,69
US-D-35,0,3,US,35,3-US-D35ii,47
US-D-35,0,4,US,35,4-US-D35i,17
US-D-35,0,3,US,35,3-US-D35i,68
US-D-5,0,3,US,5,3-US-D5ii,34
US-D-5,0,3,US,5,3-US-D5i,37
US-D-5,0,4,US,5,4-US-D5i,31
US-E-10,0,2,US,10,2-US-E10i,12
US-E-10,0,2,US,10,2-US-E10ii,0
US-E-35,0,3,US,35,3-US-E35i,48
US-E-5,0,3,US,5,3-US-E5i,4
US-E-5,0,2,US,5,2-US-E5i,92
US-F-10,0,2,US,10,2-US-F10i,30
US-F-15,0,3,US,15,3-US-F15i,13
US-F-25,0,2,US,25,2-US-F25i,33
US-F-35,0,4,US,35,4-US-F35i,2
US-F-35,0,2,US,35,2-US-F35i,22
US-F-5,0,3,US,5,3-US-F5i,103
US-F-5,0,4,US,5,4-US-F5i,0
US-F-5,0,2,US,5,2-US-F5i,68
