site,id,replicate,uniqueID,subspecies,node,date_flowered,avg_protandry,avg_herkogamy,avg_petal_area,lat,lon,ele
SAW,134,N,SAW-134,X,18,1/8/20,1.5,4,1.629045,35.67979,-118.473949,899.090759
SAW,126,N,SAW-126,X,22.5,1/9/20,2,4.5,0.998415,35.679086,-118.473934,902.400818
SAW,132,N,SAW-132,X,27,1/9/20,2.5,3,1.2407750000000002,35.679583,-118.474067,900.952454
SAW,135,N,SAW-135,X,26,1/10/20,1,3,1.527245,35.679913,-118.473891,899.06781
SAW,140,N,SAW-140,X,18.5,1/10/20,2.5,5,1.2857750000000001,35.679904,-118.474074,907.674011
SAW,58,N,SAW-58,P,20,1/11/20,1,0,0.14250000000000002,35.680341,-118.473625,901.237854
SAW,147,N,SAW-147,X,21,1/11/20,1,6,2.147465,35.679844,-118.474388,916.772156
SAW,116,N,SAW-116,X,24,1/11/20,1.5,6,1.3986399999999999,35.679079,-118.47375,902.545105
SAW,152,N,SAW-152,X,22,1/11/20,2,5.5,1.205595,35.679543,-118.474374,916.350403
SAW,5,N,SAW-5,P,19.5,1/13/20,0,3.5,0.12847,35.681037,-118.473323,889.700989
SAW,1061,N,SAW-1061,X,21,1/13/20,2,6.5,1.136815,35.679592,-118.474957,944.183289
SAW,148,N,SAW-148,X,26,1/13/20,3,3,1.627775,35.679756,-118.474456,917.243042
SAW,130,N,SAW-130,X,18,1/13/20,4,5.5,1.9950350000000001,35.67937,-118.474202,903.017334
SAW,161,N,SAW-161,X,29.5,1/13/20,4,5,0.930315,35.678906,-118.473822,911.212708
SAW,228,N,SAW-228,X,21,1/13/20,4,5.5,1.987215,35.679449,-118.474655,952.552795
SAW,1062,N,SAW-1062,X,19,1/13/20,5,4.5,1.70021,35.679655,-118.475027,946.29303
SAW,155,N,SAW-155,X,20.5,1/13/20,6,6.5,1.5104199999999999,35.679237,-118.474556,916.071045
SAW,68,N,SAW-68,P,NA,1/14/20,0,0.5,NA,35.678406,-118.48093,988.397644
SAW,49,N,SAW-49,P,NA,1/14/20,0,0.5,NA,35.680467,-118.473923,917.652466
SAW,120,N,SAW-120,P,49,1/14/20,0,1,0.09801,35.679222,-118.473702,893.021301
SAW,115,N,SAW-115,P,22,1/14/20,0.5,1.5,0.237485,35.679016,-118.473663,904.515625
SAW,136,N,SAW-136,X,23,1/14/20,3,7,1.6477300000000001,35.679938,-118.473888,900.422058
SAW,112,N,SAW-112,X,20,1/14/20,3,4,1.3853,35.67889,-118.473563,907.240356
SAW,121,N,SAW-121,P,26,1/15/20,0,1.25,0.183835,35.679207,-118.473703,894.017456
SAW,111,N,SAW-111,X,27,1/15/20,2,4.5,1.655565,35.678962,-118.473589,906.115784
SAW,127,N,SAW-127,X,23,1/15/20,3.5,2,NA,35.679105,-118.473979,902.67749
SAW,48,N,SAW-48,P,35,1/16/20,0,0.5,0.22607,35.680458,-118.473913,917.128479
SAW,119,N,SAW-119,P,25,1/16/20,0,0,0.196635,35.679229,-118.473667,892.86853
SAW,29,N,SAW-29,P,21,1/16/20,0,0.75,0.100275,35.680916,-118.473304,896.162415
SAW,129,N,SAW-129,X,24,1/16/20,1,5,1.598395,35.67929,-118.474263,903.692688
SAW,234,N,SAW-234,X,22,1/16/20,2,0.5,1.097515,35.679962,-118.474787,956.112488
SAW,160,N,SAW-160,X,29,1/16/20,2,5,1.026305,35.678892,-118.473789,911.137817
SAW,118,N,SAW-118,X,22,1/16/20,5,1,1.396985,35.679104,-118.473966,902.945251
SAW,158,N,SAW-158,X,21,1/17/20,2.5,0.5,1.2661600000000002,35.678851,-118.473799,913.517761
SAW,232,N,SAW-232,X,21,1/17/20,3,2,1.7517200000000002,35.679875,-118.474792,955.812073
SAW,153,N,SAW-153,X,21,1/18/20,1.5,4,1.355725,35.679491,-118.474501,919.446655
SAW,226,N,SAW-226,X,21.5,1/18/20,2.5,5,1.3977300000000001,35.67923,-118.474627,946.015259
SAW,128,N,SAW-128,X,24,1/18/20,2.5,4.5,0.7990349999999999,35.679204,-118.474076,902.829651
SAW,146,N,SAW-146,X,24,1/18/20,3,3,NA,35.679748,-118.474301,913.004333
SAW,108,N,SAW-108,X,26,1/19/20,2.5,4.75,1.21059,35.678993,-118.473563,903.160889
SAW,145,N,SAW-145,X,25,1/19/20,4,6,NA,35.67983,-118.474296,913.267334
SAW,1064,N,SAW-1064,X,35,1/20/20,3.5,5.25,0.646185,35.679695,-118.475199,957.809692
SAW,1069,N,SAW-1069,X,24,1/21/20,4,4,0.95043,35.679674,-118.474921,945.498901
SAW,149,N,SAW-149,X,13,1/23/20,1,3,1.51689,35.679754,-118.474526,919.109131
SAW,125,N,SAW-125,X,21.5,1/26/20,3,3.5,1.09403,35.679073,-118.473754,901.350586
SAW,131,N,SAW-131,X,16,2/1/20,1.5,0.75,1.18607,35.679531,-118.473959,901.44812
S22,181,N,S22-181,P,12,2/25/20,0,0,0.1965,35.834563,-118.452476,942.409851
S22,1008,N,S22-1008,P,8,2/25/20,0,0,0.23049999999999998,35.834007,-118.452785,956.509521
S22,1007,N,S22-1007,P,19,2/25/20,0,0,0.3285,35.833987,-118.452829,957.70929
S22,1060,N,S22-1060,P,11,2/25/20,0,0,0.26649999999999996,35.835328,-118.452279,910.207947
S22,1005,N,S22-1005,P,8,2/26/20,0,1,0.2485,35.833995,-118.45279,959.278259
S22,1006,N,S22-1006,P,11,2/28/20,0,0,0.20600000000000002,35.834002,-118.452817,959.662109
S22,1011,N,S22-1011,P,15,3/1/20,0,0.75,0.318,35.834091,-118.452597,966.467346
S22,1058,N,S22-1058,P,8,3/2/20,0,0,0.198,35.835216,-118.452328,912.971985
S22,1059,N,S22-1059,P,8,3/2/20,0,0,0.41700000000000004,35.8351,-118.452458,911.648376
SM,251,N,SM-251,P,19,3/2/20,0,0,0.226,35.604903,-118.413984,1060.966553
S22,1017,N,S22-1017,P,18,3/2/20,0.5,1,0.32,35.833919,-118.452579,974.624023
S22,1004,N,S22-1004,P,14,3/2/20,1,2.5,0.2475,35.834132,-118.45266,951.565063
SM,1083,N,SM-1083,P,23,3/3/20,0,0,0.235,35.605341,-118.413836,1052.538208
S22,1009,N,S22-1009,P,9,3/4/20,0,0,0.2275,35.834086,-118.452588,965.351318
SM,1081,N,SM-1081,P,21,3/4/20,0,0.25,0.368,35.605568,-118.413864,1051.307861
SM,1088,N,SM-1088,P,15,3/4/20,0,0,0.3195,35.604681,-118.41438,1068.023804
S22,1018,N,S22-1018,P,16,3/5/20,0,0.5,0.395,35.833919,-118.452564,970.305847
SM,238,N,SM-238,P,17,3/5/20,0,0.5,0.3165,35.606051,-118.413665,1041.371704
SM,252,N,SM-252,P,16,3/5/20,0,0,0.256,35.604657,-118.414424,1066.249634
SM,257,N,SM-257,P,25,3/5/20,0,0.5,0.2575,35.604458,-118.41471,1071.758057
SM,277,N,SM-277,P,14,3/5/20,0,0,0.3745,35.603878,-118.416233,1104.322266
SM,1072,N,SM-1072,P,19,3/5/20,0,0.25,0.29000000000000004,35.606114,-118.41374,1037.416138
SM,1077,N,SM-1077,P,18,3/5/20,0,0,0.36350000000000005,35.605793,-118.413737,1043.667114
SM,1084,N,SM-1084,P,17,3/5/20,0,0,0.241,35.604938,-118.413896,1062.650024
SM,1076,N,SM-1076,P,18,3/5/20,0,0.75,0.3305,35.605923,-118.413775,1041.41333
S22,1003,N,S22-1003,P,18,3/5/20,0,0.75,0.2375,35.834216,-118.452697,949.877686
SM,250,N,SM-250,P,13,3/5/20,1,0,0.235,35.604873,-118.413956,1060.729248
S22,172,N,S22-172,P,16,3/5/20,1.5,0.25,0.247,35.834437,-118.452485,943.817932
S22,188,N,S22-188,X,15,3/5/20,4,5.5,1.3864999999999998,35.835132,-118.451918,948.805725
SM,247,N,SM-247,P,17,3/7/20,0,0,0.3035,35.605365,-118.413823,1051.34729
SM,274,N,SM-274,P,22,3/7/20,0,0,0.2395,35.603883,-118.415943,1100.534302
SM,1079,N,SM-1079,P,19,3/7/20,0,0,0.29,35.605703,-118.413747,1045.475098
SM,1090,N,SM-1090,P,20,3/7/20,0,0.25,0.34299999999999997,35.604605,-118.414657,1068.537964
SM,245,N,SM-245,P,20,3/7/20,0,0.25,0.3535,35.605653,-118.413826,1050.003906
SM,1075,N,SM-1075,P,21,3/7/20,0,1,0.2595,35.605916,-118.413761,1041.036987
SM,270,N,SM-270,P,17,3/7/20,0,1.5,0.40049999999999997,35.603989,-118.415311,1090.06958
SM,242,N,SM-242,P,18,3/7/20,0.5,0.5,0.287,35.605898,-118.413711,1043.295898
S22,1049,N,S22-1049,X,16,3/7/20,5,6,2.232,35.836928,-118.450937,955.81481900000006
SM,243,N,SM-243,P,20,3/8/20,0,0.25,0.2665,35.605824,-118.413697,1045.474731
S22,169,N,S22-169,P,13,3/8/20,0,0.75,0.3075,35.834471,-118.452524,941.225403
SM,246,N,SM-246,P,19,3/8/20,0,1,0.2815,35.605557,-118.413797,1048.777222
SM,268,N,SM-268,P,10,3/8/20,0,2.5,0.224,35.60401,-118.415286,1088.205811
S22,1016,N,S22-1016,P,16,3/8/20,0.5,1.5,0.40349999999999997,35.833922,-118.452573,974.497314
SM,1071,N,SM-1071,P,17,3/8/20,1,0,0.3425,35.606299,-118.413619,1037.064209
SM,239,N,SM-239,P,14,3/8/20,1,1,0.3865,35.606093,-118.413695,1041.921387
S22,1045,N,S22-1045,X,10,3/8/20,6,5.5,1.373,35.835942,-118.450843,971.730408
SM,249,N,SM-249,P,15,3/9/20,0,0.25,0.176,35.604953,-118.413972,1059.299927
SM,1093,N,SM-1093,P,20,3/9/20,0,0,0.3695,35.604471,-118.414764,1067.192139
SM,1117,N,SM-1117,X,22.5,3/9/20,0,1.25,0.325,35.603852,-118.416671,1114.587769
SM,1078,N,SM-1078,P,17,3/9/20,0,2.5,0.32899999999999996,35.605777,-118.413747,1044.505493
SM,1098,N,SM-1098,P,19,3/9/20,0.5,1.5,0.2825,35.604317,-118.414783,1077.469482
S22,198,N,S22-198,X,6,3/9/20,4.5,3.5,1.6265,35.83538,-118.451847,945.81366
S22,1046,N,S22-1046,X,14,3/9/20,4.5,4.5,1.686,35.836138,-118.450863,968.822144
S22,1040,N,S22-1040,X,11,3/9/20,5,4,1.9745,35.835362,-118.451656,960.409302
S22,185,N,S22-185,X,15,3/9/20,5.5,5,1.6320000000000001,35.834857,-118.452119,949.321899
S22,1042,N,S22-1042,X,16,3/9/20,6.5,10,1.52,35.83541,-118.451566,964.521973
S22,1057,N,S22-1057,P,8,3/10/20,0,1.25,0.311,35.835232,-118.452359,914.461731
S22,191,N,S22-191,X,8,3/10/20,3.5,2.5,1.2025000000000001,35.835207,-118.451841,950.271057
S22,1047,N,S22-1047,X,7,3/10/20,3.5,3.5,1.5305,35.836737,-118.450948,956.635925
S22,1030,N,S22-1030,X,16,3/10/20,6,6.5,2.3615,35.834491,-118.452057,972.069458
S22,193,N,S22-193,X,13.5,3/10/20,6,4,1.7525,35.835282,-118.451763,950.053894
SM,244,N,SM-244,P,17,3/11/20,0,1,0.3205,35.605664,-118.413771,1049.003296
S22,214,N,S22-214,X,8,3/11/20,2,2.5,1.2645,35.837369,-118.450823,948.998657
S22,208,N,S22-208,X,7,3/11/20,4,4,1.8955,35.835396,-118.451865,943.930786
S22,180,N,S22-180,X,11,3/11/20,5.5,4.5,1.6025,35.834534,-118.45222,956.72106900000006
S22,1044,N,S22-1044,X,9.5,3/11/20,6,6,1.601,35.835882,-118.450867,973.543091
S22,1010,N,S22-1010,P,8,3/12/20,0.5,1,0.1845,35.834099,-118.452607,966.680603
SM,1111,N,SM-1111,X,16,3/12/20,0.5,0.5,0.2505,35.60388,-118.415923,1102.343018
SM,263,N,SM-263,P,16,3/12/20,1.5,0.5,0.35050000000000003,35.604196,-118.414838,1079.893555
S22,201,N,S22-201,X,9,3/12/20,3.5,7.5,2.1790000000000003,35.835318,-118.45194,938.992249
SM,260,N,SM-260,P,15,3/13/20,0.5,1.25,0.3245,35.604312,-118.414768,1074.720215
SM,1113,N,SM-1113,P,13,3/13/20,0.5,2,0.2455,35.603867,-118.415943,1102.963989
SM,1091,N,SM-1091,P,16,3/13/20,1,0,0.6074999999999999,35.604494,-118.414733,1069.449951
SM,1112,N,SM-1112,P,12,3/13/20,1,1.5,0.384,35.603858,-118.415913,1104.063965
SM,1092,N,SM-1092,P,21,3/13/20,1,1,0.34199999999999997,35.604501,-118.414711,1069.315063
S22,1015,N,S22-1015,P,17,3/14/20,0.5,1,0.33399999999999996,35.833943,-118.452546,978.94165
S22,167,N,S22-167,P,18,3/14/20,1,0,0.2005,35.834479,-118.452582,939.223267
SM,258,N,SM-258,P,20,3/14/20,1,0.75,0.46,35.604345,-118.414787,1074.183105
SM,1082,N,SM-1082,P,16,3/14/20,2,0,0.45399999999999996,35.605474,-118.413931,1050.686523
S22,222,N,S22-222,X,11,3/14/20,4,5,1.642,35.840153,-118.450459,937.551941
S22,189,N,S22-189,X,11,3/14/20,4,6.5,1.5525,35.835159,-118.451876,951.02533
S22,187,N,S22-187,X,11,3/14/20,4.5,3.5,1.724,35.835119,-118.451981,948.613464
SM,254,N,SM-254,P,14,3/15/20,0,0.25,0.33499999999999996,35.604595,-118.41465,1069.30896
S22,174,N,S22-174,P,16,3/15/20,1.5,0,0.32999999999999996,35.83442,-118.452494,944.896484
S22,175,N,S22-175,X,13,3/15/20,5,4.5,1.782,35.834187,-118.452327,965.500977
S22,221,N,S22-221,X,14,3/15/20,5.5,8,1.6059999999999999,35.840371,-118.450249,936.941895
S22,1055,N,S22-1055,X,18,3/16/20,4.5,7.5,NA,35.839269,-118.450636,944.255371
SM,1121,N,SM-1121,X,12,3/16/20,5.5,6,1.4849999999999999,35.603803,-118.417037,1119.902466
SM,283,N,SM-283,X,19,3/16/20,6,2,0.8055,35.603736,-118.416783,1118.748779
SM,1134,N,SM-1134,X,14,3/16/20,6,3,1.616,35.604285,-118.417955,1152.605347
S22,1013,N,S22-1013,P,21,3/17/20,1,0,0.236,35.834047,-118.452501,964.997986
S22,171,N,S22-171,P,19,3/17/20,1.5,0,0.5235000000000001,35.834429,-118.452506,943.575317
S22,1026,N,S22-1026,X,12,3/17/20,6,5.5,1.6179999999999999,35.834127,-118.45238,970.142456
SM,271,N,SM-271,P,6,3/18/20,0,0,0.252,35.603996,-118.415282,1089.685669
SM,275,N,SM-275,P,6,3/18/20,0,1.5,0.23149999999999998,35.603887,-118.416236,1103.969116
S22,168,N,S22-168,P,16,3/18/20,1,0.5,0.419,35.834476,-118.45259,939.429077
SM,1118,N,SM-1118,X,20,3/18/20,5,7,0.7250000000000001,35.603874,-118.416653,1114.366943
S22,1014,N,S22-1014,P,16,3/19/20,0.5,0,0.21250000000000002,35.83398,-118.452506,969.077332
S22,166,N,S22-166,P,18,3/19/20,1,1,0.291,35.834453,-118.452552,939.328491
S22,1036,N,S22-1036,X,9,3/19/20,3.5,6,1.9954999999999998,35.834635,-118.452383,950.308716
S22,1039,N,S22-1039,X,20,3/19/20,6.5,8,1.525,35.834994,-118.452038,946.524292
S22,200,N,S22-200,X,17,3/19/20,8,4.5,1.7945000000000002,35.835341,-118.451956,938.996155
S22,1035,N,S22-1035,X,11,3/20/20,4,5.5,1.8385,35.834654,-118.452394,947.18042
S22,1023,N,S22-1023,X?,16,3/20/20,4.5,4.5,2.0195,35.833911,-118.452475,977.279236
S22,1048,N,S22-1048,X,18,3/20/20,6,3.5,1.8515,35.836795,-118.450959,958.733093
SM,1133,N,SM-1133,X,14,3/20/20,6.5,4,1.16,35.604589,-118.418586,1178.720093
S22,182,N,S22-182,P,NA,3/21/20,0,0.5,NA,35.834541,-118.452438,943.443481
SM,1089,N,SM-1089,P,19.5,3/22/20,2,1,0.2915,35.604609,-118.414649,1070.618774
S22,206,N,S22-206,X,14,3/22/20,3.5,4,1.49,35.835493,-118.451895,938.984619
SM,1123,N,SM-1123,X,13,3/22/20,6,4,1.4295,35.603794,-118.417365,1128.143555
S22,218,N,S22-218,X,13,3/22/20,6.5,6,1.6280000000000001,35.83733,-118.450699,953.43811
SM,1127,N,SM-1127,X,16,3/22/20,7,6.5,1.537,35.604822,-118.418507,1173.060059
S22,184,N,S22-184,X,19,3/23/20,4,6,2.0140000000000002,35.834904,-118.452097,949.346436
SM,1132,N,SM-1132,X,14,3/23/20,5,2.5,1.14,35.604716,-118.418656,1180.525513
S22,216,N,S22-216,X,22,3/23/20,7,6.5,1.7565,35.83736,-118.450839,949.776855
S22,197,N,S22-197,X,15,3/23/20,7,9.5,1.809,35.835409,-118.4518,947.293762
S22,1002,N,S22-1002,P,9,3/24/20,0,1.25,0.15849999999999997,35.834568,-118.452677,929.083008
S22,179,N,S22-179,X,20,3/24/20,4,6.5,2.2425,35.834262,-118.452162,969.713928
SM,285,N,SM-285,X,18,3/24/20,4.5,7,1.2215,35.604327,-118.417553,1133.02478
S22,1027,N,S22-1027,X,22.5,3/24/20,6,8,2.4924999999999997,35.834147,-118.452379,968.870117
S22,1022,N,S22-1022,X,18,3/24/20,6,9.5,2.0475,35.833779,-118.452559,983.596924
SM,1125,N,SM-1125,X,13,3/24/20,6.5,2.5,1.5474999999999999,35.60489,-118.418387,1166.720581
S22,1029,N,S22-1029,X,22,3/25/20,3.5,5.5,2.382,35.834285,-118.452186,973.262573
S22,1050,N,S22-1050,X,23,3/25/20,5.5,4.5,2.059,35.837127,-118.450773,957.642578
S22,199,N,S22-199,X,22,3/25/20,6,9,2.1475,35.835314,-118.451865,943.820374
S22,178,N,S22-178,X,13,3/25/20,NA,NA,2.029,35.834196,-118.452181,971.433167
S22,1012,N,S22-1012,P,9,3/26/20,0,0,0.148,35.834092,-118.45259,967.151978
S22,220,N,S22-220,X,11,3/26/20,5,5.5,2.0545,35.840297,-118.450239,939.150269
S22,203,N,S22-203,X,16,3/26/20,6,4,2.393,35.835298,-118.451936,938.702393
S22,205,N,S22-205,X,14,3/26/20,6,6,1.9795,35.835463,-118.451891,940.328308
SM,1130,N,SM-1130,X,19,3/26/20,8.5,4,1.2985,35.604964,-118.418791,1185.277588
SM,280,N,SM-280,X,12,3/27/20,3.5,2,1.6179999999999999,35.603761,-118.416717,1117.417236
S22,204,N,S22-204,X,18,3/27/20,4.5,4,1.9295,35.835404,-118.451911,939.176819
S22,1038,N,S22-1038,X,13,3/27/20,5,3,1.569,35.834929,-118.452152,943.972168
S22,202,N,S22-202,X,14,3/27/20,5.5,6,2.1375,35.835321,-118.451972,938.319641
S22,1032,N,S22-1032,X,12,3/27/20,6,7.5,2.1335,35.834631,-118.452033,968.601807
S22,1028,N,S22-1028,X,19,3/27/20,7,6,1.7930000000000001,35.834248,-118.452184,973.886108
S22,1054,N,S22-1054,X,14,3/27/20,9,4,1.6019999999999999,35.839012,-118.450711,943.455933
S22,1031,N,S22-1031,X,19,3/27/20,10,8,1.6855,35.834565,-118.452039,966.843018
S22,196,N,S22-196,X,16,3/28/20,3.5,6,1.549,35.835352,-118.451807,948.692383
S22,225,N,S22-225,X,19,3/28/20,5.5,5.5,2.0265,35.840509,-118.450287,933.992249
S22,1051,N,S22-1051,X,15,3/28/20,6.5,8,2.4095,35.837322,-118.450634,956.781433
SM,1103,N,SM-1103,X,16,3/28/20,7.5,5,1.9289999999999998,35.604067,-118.414979,1087.369263
S22,176,N,S22-176,X,18,3/28/20,8.5,4.5,1.8495,35.834222,-118.45225,968.835022
S22,224,N,S22-224,X,16,3/28/20,NA,NA,1.529,35.839874,-118.450526,938.654541
SM,1105,N,SM-1105,X,19,3/29/20,4.5,1.5,1.744,35.60404,-118.41518,1086.695068
SM,1122,N,SM-1122,X,16,3/29/20,6,5,1.088,35.603798,-118.417192,1126.624878
S22,212,N,S22-212,X,17,3/29/20,6,6,2.1675,35.835668,-118.451782,939.624695
S22,1053,N,S22-1053,X,22,3/29/20,6,10,2.3064999999999998,35.83883,-118.450672,946.968933
S22,211,N,S22-211,X,24,3/29/20,9,3,1.6945000000000001,35.835651,-118.451776,942.272095
S22,1041,N,S22-1041,X,22,3/30/20,4.5,6,2.02,35.835398,-118.451591,963.28302
S22,210,N,S22-210,X,20,3/30/20,6.5,5.5,1.834,35.835552,-118.451807,942.397217
S22,190,N,S22-190,X,15,3/31/20,2.5,8,1.68,35.835231,-118.451869,951.259277
SM,282,N,SM-282,X,17,3/31/20,4.5,4,1.3645,35.603746,-118.41678,1117.365845
SM,288,N,SM-288,X,21,3/31/20,6,7.5,1.6415,35.604217,-118.417381,1129.183105
S22,192,N,S22-192,X,20,3/31/20,7,9,1.823,35.835264,-118.451816,950.285828
S22,1020,N,S22-1020,X,16,3/31/20,7.5,6,1.8235000000000001,35.833759,-118.452662,971.429871
S22,1020,N,S22-1020,X,16,3/31/20,7.5,6,1.8235000000000001,35.83374,-118.452666,970.293579
S22,1043,N,S22-1043,X,18,3/31/20,7.5,7,2.5425,35.835738,-118.45113,967.289917
S22,195,N,S22-195,X,15,4/1/20,5,3,2.162,35.835346,-118.451792,949.366455
S22,215,N,S22-215,X,16,4/1/20,5,3.5,1.6335,35.83735,-118.450826,950.143372
SM,1131,N,SM-1131,X,11,4/1/20,5,4,1.3935,35.605045,-118.418838,1187.874268
S22,223,N,S22-223,X,19,4/1/20,5,5,2.0145,35.839952,-118.450418,938.647766
S22,1025,N,S22-1025,X,16,4/1/20,12,8,1.7745,35.834153,-118.452379,967.341492
SM,1106,N,SM-1106,X,15,4/1/20,13.5,7.5,1.79,35.604021,-118.415234,1084.680054
S22,186,N,S22-186,X,15,4/2/20,6,5,2.2750000000000004,35.834849,-118.45212,949.53356900000006
S22,1037,N,S22-1037,X,19.5,4/3/20,5,4,0.976,35.834721,-118.452301,947.317444
S22,217,N,S22-217,X,17,4/3/20,5,5.5,1.5825,35.837353,-118.450712,953.250427
S22,207,N,S22-207,X,14,4/4/20,12.5,6.5,2.2664999999999997,35.835366,-118.451866,944.736572
S22,209,N,S22-209,X,11,4/6/20,4,2.5,1.7245,35.835498,-118.451868,938.830078
S22,177,N,S22-177,X,18,4/6/20,8.5,6,2.0545,35.834208,-118.452188,971.238708
S22,1033,N,S22-1033,X,12,4/8/20,5.5,4,1.407,35.834723,-118.452058,961.418518
S22,194,N,S22-194,X,16,4/9/20,4.5,5,1.631,35.835306,-118.451775,949.718384
SM,284,N,SM-284,X,18,4/9/20,5,1.5,1.6139999999999999,35.603737,-118.416748,1118.999756
SM,278,N,SM-278,X,13,4/15/20,4,0.75,1.332,35.603791,-118.416748,1114.693604
SM,1126,N,SM-1126,X,18,5/1/20,5,3.5,1.655,35.604865,-118.418491,1169.012329
SM,281,N,SM-281,X,19,5/4/20,3.5,6.5,1.684,35.603761,-118.416756,1116.211548
